Sprite,Weapon,Might,Range,Description,SP,Exclusive
,Up-Front Axe+,14,1,"At start of combat, if foe's HP ≥ 75%, grants Atk/Spd+5 to unit and neutralizes unit's penalties to Atk/Spd during combat.",300,No
,Urðr,16,1,"If Sing or Dance is used, grants Atk/Spd/Def/Res+3 to target.",400,Yes
,Urvan,16,1,"Accelerates Special trigger (cooldown count-1). If unit receives consecutive attacks, reduces damage from foe's second attack onward by 80%.",400,Yes
,Valiant War Axe,16,1,"Accelerates Special trigger (cooldown count-1). At start of combat, if unit's HP ≥ 25%, inflicts Atk/Def-6 on foe during combat, inflicts Special cooldown charge -1 on foe per attack (only highest value applied; does not stack), and reduces damage from attacks during combat by 30% (excluding area-of-effect Specials), and also, if unit is within 3 spaces of an ally, inflicts penalty on foe's Atk during combat = 12 - foe's max Special cooldown count value × 2 (min 4; if foe does not have a Special skill, penalty = 4).",400,Yes
,Victorfish,10,1,"At start of combat, if foe's HP ≥ 75%, grants Def+5 to unit and inflicts Def-5 on foe during combat, and also, if foe has Def bonus, grants bonus to unit's Def and inflicts penalty on foe's Def during combat = current bonus on foe's Def. Calculates each stat bonus independently.",200,No
,Victorfish+,14,1,"At start of combat, if foe's HP ≥ 75%, grants Def+5 to unit and inflicts Def-5 on foe during combat, and also, if foe has Def bonus, grants bonus to unit's Def and inflicts penalty on foe's Def during combat = current bonus on foe's Def. Calculates each stat bonus independently.",300,No
,Victorious Axe,16,1,"Accelerates Special trigger (cooldown count-1). If the number of foes within 2 spaces (excluding target) ≥ the number of allies within 2 spaces (excluding unit), unit makes a guaranteed follow-up attack.",400,Yes
,Vouge,16,1,"Accelerates Special trigger (cooldown count-1).At start of combat, if unit's HP ≥ 50%, unit can counterattack regardless of foe's range.",400,Yes
,Vulture Axe,10,1,"If unit is not adjacent to an ally, inflicts penalty on foe's Atk/Def during combat = 5 + any current penalty on each of those stats. (Example: if foe has -7 penalty to Atk, inflicts Atk-12, for a net penalty of Atk-19 during combat.) Calculates each stat penalty independently.",200,No
,Vulture Axe+,14,1,"If unit is not adjacent to an ally, inflicts penalty on foe's Atk/Def during combat = 5 + any current penalty on each of those stats. (Example: if foe has -7 penalty to Atk, inflicts Atk-12, for a net penalty of Atk-19 during combat.) Calculates each stat penalty independently.",300,No
,War-God Mjölnir,16,1,"Accelerates Special trigger (cooldown count-1).Effective against armored foes. At start of combat, if unit's HP ≥ 25%, grants Atk+6 to unit during combat, inflicts Atk-6 on foe during combat, unit makes a guaranteed follow-up attack, and also, if unit is not adjacent to an ally, neutralizes foe's bonuses (from skills like Fortify, Rally, etc.) during combat.",400,Yes
,Wedding-Bell Axe,16,1,"Accelerates Special trigger (cooldown count-1). At start of turn, if unit is within 2 spaces of an ally, grants ""unit can move to a space adjacent to an ally within 2 spaces"" and【Triangle Attack】to unit and allies within 2 spaces. If unit initiates combat or if unit is within 2 spaces of an ally, grants Atk/Spd+6 to unit during combat.【Triangle Attack】If unit initiates combat and 2 or more allies (excluding unit) with Triangle Attack are within 2 spaces of unit, unit attacks twice. (That turn only. Does not stack.)",400,Yes
,Western Axe,16,1,"If unit is within 3 spaces of an ally, grants Atk/Spd/Def/Res+4 to unit, reduces damage from foe's first attack by 30%, and unit's next attack deals damage equal to total damage reduced during combat (by any source, including other skills; resets at end of combat), and after combat, restores 7 HP to unit.",400,Yes
,Whirling Grace,16,1,"Accelerates Special trigger (cooldown count-1). At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 to unit and neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat, and also, if unit's Spd > foe's Spd during combat, neutralizes effects that inflict ""Special cooldown charge -X"" on unit during combat.",400,Yes
,Wind Tribe Club,10,1,"At start of turn, if unit's HP ≥ 25%, grants ""if unit initiates combat, unit makes a guaranteed follow-up attack"" and【Null Panic】to unit for 1 turn. At start of combat, if unit's HP ≥ 25%, grants Atk/Def+X to unit during combat (X = number of【Bonus】effects active on unit and【Penalty】effects active on foe, excluding stat bonuses and stat penalties, × 2, + 5).【Null Panic】If unit is inflicted with Panic (bonuses converted into penalties), neutralizes the ""converts bonuses on target into penalties"" effect for 1 turn. (Even though the effect is neutralized, the Panic status remains, and is treated as a Penalty status.)【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",200,No
,Wind Tribe Club+,14,1,"At start of turn, if unit's HP ≥ 25%, grants ""if unit initiates combat, unit makes a guaranteed follow-up attack"" and【Null Panic】to unit for 1 turn. At start of combat, if unit's HP ≥ 25%, grants Atk/Def+X to unit during combat (X = number of【Bonus】effects active on unit and【Penalty】effects active on foe, excluding stat bonuses and stat penalties, × 2, + 5).【Null Panic】If unit is inflicted with Panic (bonuses converted into penalties), neutralizes the ""converts bonuses on target into penalties"" effect for 1 turn. (Even though the effect is neutralized, the Panic status remains, and is treated as a Penalty status.)【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",300,No
,Wo Gùn,9,1,Deals +10 damage when Special triggers.,200,No
,Wo Gùn+,13,1,Deals +10 damage when Special triggers.,300,No
,Wolf Berg,16,1,"Grants Def+3. If the number of foes within 2 spaces (excluding target) ≥ the number of allies within 2 spaces (excluding unit), grants Atk/Spd/Def/Res+4 during combat.",400,Yes
,Wooden Tackle,10,1,"At start of combat, if unit's HP ≥ 25%, grants Atk/Def+5 to unit during combat, inflicts Atk/Def-X on foe during combat (X = 25% of unit's HP at start of combat; max 10), and restores 10 HP to unit after combat.",200,No
,Wooden Tackle+,14,1,"At start of combat, if unit's HP ≥ 25%, grants Atk/Def+5 to unit during combat, inflicts Atk/Def-X on foe during combat (X = 25% of unit's HP at start of combat; max 10), and restores 10 HP to unit after combat.",300,No
,Wyvern Hatchet,16,1,"Grants Def+3. Unit can counterattack regardless of foe's range. If foe initiates combat or foe's HP ≥ 75% at start of combat, inflicts Atk/Def-6 on foe, inflicts Atk-X on foe (X = 7 - current penalty on foe's Atk; min 0), and unit makes a guaranteed follow-up attack during combat.",400,Yes
,Wyvern Ono,11,1,"Grants Def/Res+5 and inflicts Spd-8 on unit. Unit attacks twice. (Even if foe initiates combat, unit attacks twice.) Deals damage = 20% of unit's Def and reduces damage from foe's attacks by 20% of unit's Def (excluding area-of-effect Specials).",400,Yes
