Icon,Name,Description,SP,Exclusive
,Def/Res Finish 2,"If unit is within 3 spaces of an ally, grants Def/Res+4 to unit during combat, and also, if unit's Special is ready or unit's Special triggered before or during this combat, deals +3 damage during combat. (Except when dealing damage with area-of-effect Specials.)",120,No
,Def/Res Finish 3,"If unit is within 3 spaces of an ally, grants Def/Res+6 to unit during combat, and also, if unit's Special is ready or unit's Special triggered before or during this combat, deals +5 damage during combat. (Except when dealing damage with area-of-effect Specials.)",240,No
,Def/Res Finish 4,"If unit is within 3 spaces of an ally, grants Def/Res+7 to unit during combat, and also, if unit's Special is ready or unit's Special triggered before or during this combat, deals +5 damage during combat (except when dealing damage with area-of-effect Specials), and when unit deals damage to foe during combat, restores 7 HP to unit. (Triggers even if 0 damage is dealt.)",300,No
,Def/Res Form 1,"If unit is within 2 spaces of an ally, grants Def/Res+X to unit during combat (X = number of allies within 2 spaces; max 3).",60,No
,Def/Res Form 2,"If unit is within 2 spaces of an ally, grants Def/Res+X to unit during combat (X = number of allies within 2 spaces + 2; max 5).",120,No
,Def/Res Form 3,"If unit is within 2 spaces of an ally, grants Def/Res+X to unit during combat (X = 2 × number of allies within 2 spaces, + 1; max 7).",240,No
,Def/Res Ideal 1,"At start of combat, if unit's HP = 100% or if【Bonus】is active on unit, grants Def/Res+3 to unit during combat.【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",60,No
,Def/Res Ideal 2,"At start of combat, if unit's HP = 100% or if【Bonus】is active on unit, grants Def/Res+4 to unit during combat.【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",120,No
,Def/Res Ideal 3,"At start of combat, if unit's HP = 100% or if【Bonus】is active on unit, grants Def/Res+5 to unit during combat.【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",240,No
,Def/Res Ideal 4,"At start of combat, if unit's HP = 100% or if【Bonus】is active on unit, grants Def/Res+7 to unit during combat. At start of combat, if unit's HP = 100%, and【Bonus】is active on unit,  grants an additional Def/Res+2 to unit during combat.【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",300,No
,Def/Res Scowl 1,"If foe initiates combat or foe's HP ≥ 75% at start of combat, grants Def/Res+2 to unit during combat, and also, if foe's attack can trigger foe's Special and unit's Res ≥ foe's Res+15 during combat, inflicts Special cooldown count+1 on foe before foe's first attack. (Cannot exceed the foe's maximum Special cooldown.)",60,No
,Def/Res Scowl 2,"If foe initiates combat or foe's HP ≥ 75% at start of combat, grants Def/Res+4 to unit during combat, and also, if foe's attack can trigger foe's Special and unit's Res ≥ foe's Res+12 during combat, inflicts Special cooldown count+1 on foe before foe's first attack. (Cannot exceed the foe's maximum Special cooldown.)",120,No
,Def/Res Scowl 3,"If foe initiates combat or foe's HP ≥ 75% at start of combat, grants Def/Res+6 to unit during combat, and also, if foe's attack can trigger foe's Special and unit's Res ≥ foe's Res+9 during combat, inflicts Special cooldown count+1 on foe before foe's first attack. (Cannot exceed the foe's maximum Special cooldown.)",240,No
,Def/Res Scowl 4,"If foe initiates combat or foe's HP ≥ 75% at start of combat, grants Def/Res+7 to unit during combat, and also, if foe's attack can trigger foe's Special and unit's Res ≥ foe's Res+5 during combat, inflicts Special cooldown count+1 on foe before foe's first attack. (Cannot exceed the foe's maximum Special cooldown.)",300,No
,Def/Res Solo 1,"If unit is not adjacent to an ally, grants Def/Res+2 during combat.",60,No
,Def/Res Solo 2,"If unit is not adjacent to an ally, grants Def/Res+4 during combat.",120,No
,Def/Res Solo 3,"If unit is not adjacent to an ally, grants Def/Res+6 during combat.",240,No
,Def/Res Solo 4,"If unit is not adjacent to an ally, grants Def/Res+7 during combat.",300,No
,Def/Res Unity,"If unit is within 2 spaces of an ally, grants Def/Res+5 and bonus to Def/Res during combat = current penalty on each of those stats × 2. (Example: if unit has -7 penalty to Def, grants Def+19, for a net bonus of Def+12.) Calculates each stat bonus independently.",300,No
,Defense +1,Grants Def+1.,30,No
,Defense +2,Grants Def+2.,60,No
,Defense +3,Grants Def+3.,120,No
,Defiant Atk 1,"At start of turn, if unit's HP ≤ 50%, grants Atk+3 for 1 turn.",40,No
,Defiant Atk 2,"At start of turn, if unit's HP ≤ 50%, grants Atk+5 for 1 turn.",80,No
,Defiant Atk 3,"At start of turn, if unit's HP ≤ 50%, grants Atk+7 for 1 turn.",160,No
,Defiant Def 1,"At start of turn, if unit's HP ≤ 50%, grants Def+3 for 1 turn.",40,No
,Defiant Def 2,"At start of turn, if unit's HP ≤ 50%, grants Def+5 for 1 turn.",80,No
,Defiant Def 3,"At start of turn, if unit's HP ≤ 50%, grants Def+7 for 1 turn.",160,No
,Defiant Res 1,"At start of turn, if unit's HP ≤ 50%, grants Res+3 for 1 turn.",40,No
,Defiant Res 2,"At start of turn, if unit's HP ≤ 50%, grants Res+5 for 1 turn.",80,No
,Defiant Res 3,"At start of turn, if unit's HP ≤ 50%, grants Res+7 for 1 turn.",160,No
,Defiant Spd 1,"At start of turn, if unit's HP ≤ 50%, grants Spd+3 for 1 turn.",40,No
,Defiant Spd 2,"At start of turn, if unit's HP ≤ 50%, grants Spd+5 for 1 turn.",80,No
,Defiant Spd 3,"At start of turn, if unit's HP ≤ 50%, grants Spd+7 for 1 turn.",160,No
,Deluge Boost 3,"Grants HP+5.At start of combat, if unit's HP ≥ 50%, grants Spd/Res+7 to unit during combat, and also, if unit is within 2 spaces of an ally with HP ≥ 50%, inflicts Special cooldown charge -1 on foe per attack during combat (only highest value applied; does not stack).",300,No
,Diluvial Boost,"Grants HP+5.If foe initiates combat or if unit's HP ≥ 50% at start of combat, grants Atk/Def/Res+9 to unit during combat and restores 7 HP to unit after combat.",300,No
,Distant A/S Solo,"Unit can counterattack regardless of foe's range. If unit is not adjacent to an ally, grants Atk/Spd+5 to unit during combat.",300,No
,Distant Counter,Unit can counterattack regardless of foe's range.,300,No
,Distant D/R Solo,"Unit can counterattack regardless of foe's range. If unit is not adjacent to an ally, grants Def/Res+5 to unit during combat.",300,No
,Distant Dart,"Unit can counterattack regardless of foe's range. If foe initiates combat, grants Spd+5 to unit during combat.",300,No
,Distant Def 1,"If foe initiates combat and uses bow, dagger, magic, or staff, grants Def/Res+2 during combat.",60,No
,Distant Def 2,"If foe initiates combat and uses bow, dagger, magic, or staff, grants Def/Res+4 during combat.",120,No
,Distant Def 3,"If foe initiates combat and uses bow, dagger, magic, or staff, grants Def/Res+6 during combat.",240,No
,Distant Def 4,"If foe initiates combat and uses bow, dagger, magic, or staff, grants Def/Res+8 and neutralizes foe's bonuses (from skills like Fortify, Rally, etc.) during combat.",300,No
,Distant Ferocity,"Unit can counterattack regardless of foe's range. If foe initiates combat, grants Atk+5 to unit during combat.",300,No
,Distant Foil,"If sword, lance, axe, bow, dagger, or beast foe initiates combat, grants Atk/Def+5 to unit during combat and unit can counterattack regardless of foe's range.",300,No
,Distant Pressure,"Unit can counterattack regardless of foe's range. At start of combat, if unit's HP ≥ 25%, grants Spd+5 during combat, but after combat, if unit attacked, deals 5 damage to unit.",300,No
,Distant Reversal,"Unit can counterattack regardless of foe's range. If foe initiates combat, grants Def+5 to unit during combat.",300,No
,Distant Stance,"Unit can counterattack regardless of foe's range. If foe initiates combat, grants Res+5 to unit during combat.",300,No
,Distant Storm,"Unit can counterattack regardless of foe's range. At start of combat, if unit's HP ≥ 25%, grants Atk+5 during combat, but after combat, if unit attacked, deals 5 damage to unit.",300,No
,Distant Ward,"If magic, staff, or dragonstone foe initiates combat, grants Atk/Res+5 to unit during combat and unit can counterattack regardless of foe's range.",300,No
,Divine Toxin,"If unit can transform, transformation effects gain ""if unit is within 2 spaces of a beast or dragon ally, or if number of adjacent allies other than beast or dragon allies ≤ 2"" as a trigger condition (in addition to existing conditions).If defending in Aether Raids, at the start of enemy turn 1, if conditions for transforming are met, unit transforms.At start of player phase or enemy phase, grants【Dosage】to unit and allies within 2 spaces of unit for 1 turn.If unit is transformed or if foe initiates combat, grants Atk/Def/Res+10 to unit, neutralizes foe's bonuses to Atk/Def, grants Special cooldown charge +1 to unit per attack (only highest value applied; does not stack), and neutralizes effects that inflict ""Special cooldown charge -X"" on unit during combat.【Dosage】Grants Atk/Spd/Def/Res+5 to unit during combat and restores 10 HP to unit after combat.When a foe triggers both ""grants the【Bonus】effects active on foe"" and ""neutralizes any【Bonus】active on foe"" effects from skills such as Essence Drain on unit with this status active, prevents those effects on unit and other targets and neutralizes any【Bonus】effects active on that foe (does not neutralize【Bonus】effects applied at the same time).【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",300,Yes
,Dragonhide,"Neutralizes ""effective against armored"" bonuses. If foe initiates combat or foe's HP ≥ 75% at start of combat, inflicts Atk/Spd/Def/Res-8 on foe and grants Special cooldown charge +1 to unit per attack during combat. (Only highest value applied. Does not stack.)",300,Yes
,Dragonscale,"Neutralizes ""effective against flying"" bonuses. If foe initiates combat or if foe's HP = 100% at start of combat, inflicts Atk/Res-6 on foe and grants Special cooldown charge +1 per foe's attack during combat. (Only highest value applied. Does not stack. Special cooldown charge granted even if foe’s attack deals 0 damage.)",300,Yes
,Dragonskin II,"Neutralizes ""effective against flying"" bonuses. If foe initiates combat or if foe's HP ≥ 75% at start of combat, grants Atk/Spd/Def/Res+6 to unit during combat and neutralizes foe's bonuses (from skills like Fortify, Rally, etc.).",300,Yes
,Dragonskin,"Neutralizes ""effective against flying"" bonuses.If foe initiates combat, grants Def/Res+4 during combat.",300,Yes
,Dragoon Shield,"Neutralizes ""effective against flying"" bonuses. Grants Atk/Spd/Def+3.",300,Yes
,Duality,"Grants Atk/Res+9. Grants weapon-triangle advantage against and inflicts weapon-triangle disadvantage on red, blue, and green foes during combat. Neutralizes effects that boost values along with weapon-triangle advantage or reduce values along with weapon-triangle disadvantage (Triangle Adept) on unit and foe. At start of combat, if unit's HP ≥ 25%, unit makes a guaranteed follow-up attack during combat.",300,Yes
,Earth Boost 1,"At start of combat, if unit's HP ≥ foe's HP+3, grants Def+2 during combat.",50,No
,Earth Boost 2,"At start of combat, if unit's HP ≥ foe's HP+3, grants Def+4 during combat.",100,No
,Earth Boost 3,"At start of combat, if unit's HP ≥ foe's HP+3, grants Def+6 during combat.",200,No
,Earthfire Boost 3,"Grants HP+5. At start of combat, if unit's HP ≥ 50%, grants Atk/Def+7 to unit during combat, and also, if unit is within 2 spaces of an ally with HP ≥ 50%, inflicts Special cooldown charge -1 on foe per attack during combat (only highest value applied; does not stack).",300,No
,Earthwind Boost 3,"Grants HP+5. At start of combat, if unit's HP ≥ 50%, grants Spd/Def+7 to unit during combat, and also, if unit is within 2 spaces of an ally with HP ≥ 50%, inflicts Special cooldown charge -1 on foe per attack during combat (only highest value applied; does not stack).",300,No
,Emblems' Miracle,"Unit can counterattack regardless of foe's range. If unit is within 3 spaces of an ally, grants Atk/Spd/Def/Res+9 to unit during combat and reduces damage from foe's first attack during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by 40% (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes). If the number of allies within 3 spaces of unit ≥ 3 and foe initiates combat, if unit's HP > 1 and foe would reduce unit's HP to 0 during combat, unit survives with 1 HP, and after combat, restores 99 HP to unit (effect only triggers for player's team once per map and does not stack with non-Special effects that allow unit to survive with 1 HP if foe's attack would reduce unit's HP to 0; when any other such effect triggers on a unit granted this effect, this effect will trigger too).",300,Yes
,Fell Wyrmscale,"At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+8 to unit, neutralizes foe's bonuses (from skills like Fortify, Rally, etc.), and unit deals damage = 15% of unit's Atk during combat (excluding area-of-effect Specials), and also, when Special triggers, neutralizes foe's ""reduces damage by X%"" effects from foe's non-Special skills (excluding area-of-effect Specials). At start of combat, if unit's HP ≥ 25%, restores 7 HP to unit after combat.",300,Yes
,Fierce Breath,"If foe initiates combat, grants Atk+4 during combat and Special cooldown charge +1 per attack. (Only highest value applied. Does not stack.)",240,No
,Fierce Stance 1,"If foe initiates combat, grants Atk+2 during combat.",50,No
,Fierce Stance 2,"If foe initiates combat, grants Atk+4 during combat.",100,No
,Fierce Stance 3,"If foe initiates combat, grants Atk+6 during combat.",200,No
,Fire Boost 1,"At start of combat, if unit's HP ≥ foe's HP+3, grants Atk+2 during combat.",50,No
,Fire Boost 2,"At start of combat, if unit's HP ≥ foe's HP+3, grants Atk+4 during combat.",100,No
,Fire Boost 3,"At start of combat, if unit's HP ≥ foe's HP+3, grants Atk+6 during combat.",200,No
,Fireflood Boost 3,"Grants HP+5. At start of combat, if unit's HP ≥ 50%, grants Atk/Res+7 to unit during combat, and also, if unit is within 2 spaces of an ally with HP ≥ 50%, inflicts Special cooldown charge -1 on foe per attack during combat (only highest value applied; does not stack).",300,No
,Firestorm Boost 3,"Grants HP+5. At start of combat, if unit's HP ≥ 50%, grants Atk/Spd+7 to unit during combat, and also, if unit is within 2 spaces of an ally with HP ≥ 50%, inflicts Special cooldown charge -1 on foe per attack during combat (only highest value applied; does not stack).",300,No
,Flared Mirror,"If unit initiates combat, deals 7 damage to foe as combat begins (effects that reduce damage during combat do not apply; will not reduce foe's HP below 1), grants Atk+7, Res+10 to unit during combat, and applies 【Divine Vein (Flame)】on 5 spaces in a line centered on foe's space (oriented left to right based on the direction unit is facing) for 1 turn after combat.【Divine Vein (Flame)】Applies the following effects on space: Acts as difficult terrain for foes with Range = 2 (moving over this space costs +1 movement; does not apply to ""cannot be slowed by terrain"" effects; movement cost cannot exceed unit's allowed movement). At start of enemy phase, deals 7 damage to foe, and also, as combat begins, deals an additional 7 damage to foe (effects that reduce damage ""during combat"" do not apply; will not reduce foe's HP below 1). (Divine Vein effects do not stack; replaces any existing Divine Vein effect; Divine Vein effects applied simultaneously cancel each other out.)",300,No
,Flared Sparrow,"If unit initiates combat, deals 7 damage to foe as combat begins (effects that reduce damage ""during combat"" do not apply; will not reduce foe's HP below 1), grants Atk/Spd+7 to unit during combat, and applies【Divine Vein (Flame)】 on 5 spaces in a line centered on foe's space (oriented left to right based on the direction unit is facing) for 1 turn after combat.【Divine Vein (Flame)】Applies the following effects on space: Acts as difficult terrain for foes with Range = 2 (moving over this space costs +1 movement; does not apply to ""cannot be slowed by terrain"" effects; movement cost cannot exceed unit's allowed movement). At start of enemy phase, deals 7 damage to foe, and also, as combat begins, deals an additional 7 damage to foe (effects that reduce damage ""during combat"" do not apply; will not reduce foe's HP below 1). (Divine Vein effects do not stack; replaces any existing Divine Vein effect; Divine Vein effects applied simultaneously cancel each other out.)",300,No
,Flash Sparrow,"If unit initiates combat, grants Atk/Spd+7 to unit during combat, and also, if unit's Spd ≥ foe's Spd-5, grants Special cooldown charge +1 to unit per attack during combat (only highest value applied; does not stack).",300,No
,Flashing Blade 1,"If unit's Spd ≥ foe's Spd+5, grants Special cooldown charge +1 per unit's attack.(Only highest value applied. Does not stack.)",60,No
,Flashing Blade 2,"If unit's Spd ≥ foe's Spd+3, grants Special cooldown charge +1 per unit's attack.(Only highest value applied. Does not stack.)",120,No
,Flashing Blade 3,"If unit's Spd > foe's Spd, grants Special cooldown charge +1 per unit's attack.(Only highest value applied. Does not stack.)",240,No
,Flashing Blade 4,"If unit's Spd > foe's Spd, grants Special cooldown charge +1 and deals +5 damage per unit's attack.(Only highest value applied. Does not stack.)",300,No
,Fort. Def/Res 1,Grants Def/Res+3.Inflicts Atk-3.,100,No
,Fort. Def/Res 2,Grants Def/Res+4.Inflicts Atk-3.,200,No
,Fort. Def/Res 3,Grants Def/Res+6.Inflicts Atk-2.,300,No
,Fortifications,"Inflicts Atk-5. Grants Def/Res+7.If unit is in a space where a Divine Vein effect is applied, unit can counterattack regardless of foe's range.If unit initiates combat, grants Def/Res+6 to unit and reduces damage from foe's Specials by 10 during combat (excluding area-of-effect Specials).If unit has entered combat during the current turn, after unit acts (if Canto triggers, after Canto), applies【Divine Vein (Stone)】to unit's space and spaces within 2 spaces of unit for 1 turn.【Divine Vein (Stone)】Applies the following effects on space for unit and allies: Grants Def/Res+6 during combat, reduces damage from foe's Specials by 10 during combat (excluding area-of-effect Specials), and reduces damage from area-of-effect Specials by 50% (excluding Røkkr area-of-effect Specials). (Divine Vein effects do not stack; replaces any existing Divine Vein effect; Divine Vein effects applied simultaneously cancel each other out. Does not count as defensive terrain.)",300,No
,Fortress Def 1,Grants Def+3.Inflicts Atk-3.,40,No
,Fortress Def 2,Grants Def+4.Inflicts Atk-3.,80,No
,Fortress Def 3,Grants Def+5.Inflicts Atk-3.,160,No
,Fortress Res 1,Grants Res+3.Inflicts Atk-3.,40,No
,Fortress Res 2,Grants Res+4.Inflicts Atk-3.,80,No
,Fortress Res 3,Grants Res+5.Inflicts Atk-3.,160,No
,Fury 1,"Grants Atk/Spd/Def/Res+1. After combat, deals 2 damage to unit.",50,No
,Fury 2,"Grants Atk/Spd/Def/Res+2. After combat, deals 4 damage to unit.",100,No
,Fury 3,"Grants Atk/Spd/Def/Res+3. After combat, deals 6 damage to unit.",200,No
,Fury 4,"Grants Atk/Spd/Def/Res+4. After combat, deals 8 damage to unit.",300,No
,G Duel Cavalry 1,"Grants HP+3. If unit is 5★ and level 40 and unit's stats total less than 160, treats unit's stats as 160 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",70,No
,G Duel Cavalry 2,"Grants HP+4. If unit is 5★ and level 40 and unit's stats total less than 165, treats unit's stats as 165 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",150,No
,G Duel Cavalry 3,"Grants HP+5. If unit is 5★ and level 40 and unit's stats total less than 170, treats unit's stats as 170 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",300,No
,G Duel Cavalry 4,"Grants HP+5, Atk/Spd/Def/Res+2. If unit is 5★, level 40, a Legendary Hero or a Mythic Hero, and unit's stats total less than 175, treats unit's stats as 175 in modes like Arena. If unit is 5★, level 40, not a Legendary Hero or Mythic Hero, and unit's stats total less than 180, treats unit's stats as 180 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",300,No
,G Duel Flying 1,"Grants HP+3. If unit is 5★ and level 40 and unit's stats total less than 160, treats unit's stats as 160 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",70,No
,G Duel Flying 2,"Grants HP+4. If unit is 5★ and level 40 and unit's stats total less than 165, treats unit's stats as 165 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",150,No
,G Duel Flying 3,"Grants HP+5. If unit is 5★ and level 40 and unit's stats total less than 170, treats unit's stats as 170 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",300,No
,G Duel Flying 4,"Grants HP+5, Atk/Spd/Def/Res+2. If unit is 5★, level 40, a Legendary Hero or a Mythic Hero, and unit's stats total less than 175, treats unit's stats as 175 in modes like Arena. If unit is 5★, level 40, not a Legendary Hero or Mythic Hero, and unit's stats total less than 180, treats unit's stats as 180 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",300,No
,G Duel Infantry 1,"Grants HP+3. If unit is 5★ and level 40 and unit's stats total less than 160, treats unit's stats as 160 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",70,No
,G Duel Infantry 2,"Grants HP+4. If unit is 5★ and level 40 and unit's stats total less than 165, treats unit's stats as 165 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",150,No
,G Duel Infantry 3,"Grants HP+5. If unit is 5★ and level 40 and unit's stats total less than 170, treats unit's stats as 170 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",300,No
,G Duel Infantry 4,"Grants HP+5, Atk/Spd/Def/Res+2. If unit is 5★, level 40, a Legendary Hero or a Mythic Hero, and unit's stats total less than 175, treats unit's stats as 175 in modes like Arena. If unit is 5★, level 40, not a Legendary Hero or Mythic Hero and unit's stats total less than 180, treats unit's stats as 180 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",300,No
,Gift of Guidance,"Grants Atk/Def/Res+10.At start of turn, if unit's HP ≥ 25%, grants Special cooldown count-2 to unit and grants Special cooldown count-1 to allies within 2 of spaces of unit, and also, if those allies are magic or staff allies, grants an additional Special cooldown count-1 to those allies.At start of combat, if unit's HP ≥ 25%, neutralizes penalties on unit, inflicts Special cooldown charge -1 on foe per attack (only highest value applied; does not stack), and reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50% during combat (excluding area-of-effect Specials).",300,Yes
,Gift of Magic,"If unit initiates combat or foe's Range = 2, inflicts Atk/Res-10 on foe during combat, unit makes a guaranteed follow-up attack, and also, if unit receives consecutive attacks, reduces damage from foe's second attack onward by 80%. If foe with Range = 2 initiates combat and foe can make a follow-up attack, foe makes a follow-up attack before unit can counterattack.",300,Yes
,Grani's Shield,"Neutralizes ""effective against cavalry"" bonuses.",200,No
,Gray Illusion,"If unit initiates combat or foe's HP ≥ 75% at start of combat, grants Atk/Def/Res+9 to unit during combat, and if unit's Res > foe's Res, foe cannot counterattack. If unit initiates combat, after combat, inflicts the following status on foes with the highest Spd within 3 spaces of target foe (excluding target) through their next actions: ""after start-of-turn skills trigger, action ends immediately"" (for foes who have not yet taken an action in Summoner Duels, instead of inflicting this effect, ends their action immediately).",300,Yes
,Heavy Blade 1,"If unit's Atk ≥ foe's Atk+5, grants Special cooldown charge +1 per unit's attack. (Only highest value applied. Does not stack.)",60,No
,Heavy Blade 2,"If unit's Atk ≥ foe's Atk+3, grants Special cooldown charge +1 per unit's attack. (Only highest value applied. Does not stack.)",120,No
,Heavy Blade 3,"If unit's Atk > foe's Atk, grants Special cooldown charge +1 per unit's attack. (Only highest value applied. Does not stack.)",240,No
,Heavy Blade 4,"If unit's Atk > foe's Atk, grants Special cooldown charge +1 and deals +5 damage to foe per unit's attack. (Only highest value applied. Does not stack.)",300,No
,HP/Atk 1,"Grants HP+3, Atk+1.",100,No
,HP/Atk 2,"Grants HP+4, Atk+2.",200,No
,HP/Def 1,"Grants HP+3, Def+1.",100,No
,HP/Def 2,"Grants HP+4, Def+2.",200,No
,HP +3,Grants HP+3.,40,No
,HP +4,Grants HP+4.,80,No
,HP +5,Grants HP+5.,160,No
,HP/Res 1,"Grants HP+3, Res+1.",100,No
,HP/Res 2,"Grants HP+4, Res+2.",200,No
,HP/Spd 1,"Grants HP+3, Spd+1.",100,No
,HP/Spd 2,"Grants HP+4, Spd+2.",200,No
,Iote's Shield,"Neutralizes ""effective against flying"" bonuses.",200,No
,Kestrel Stance 1,"If foe initiates combat, grants Atk/Spd+2 during combat.",120,No
,Kestrel Stance 2,"If foe initiates combat, grants Atk/Spd+4 during combat.",240,No
,Kestrel Stance 3,"If foe initiates combat, grants Atk/Spd+6 during combat and inflicts Special cooldown charge -1 on foe per attack. (Only highest value applied. Does not stack.)",300,No
,Knightly Devotion,"Enables【Canto (Rem. +1)】.If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+8 to unit and neutralizes unit's penalties during combat, and restores 7 HP to unit after combat.【Canto (Rem. +1)】After an attack, Assist skill, or structure destruction, unit can move again.The distance of the movement is the remaining movement the unit had before the actions listed above+1 (If unit used a movement skill that warps them, the remainder is 0).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",300,Yes
,Laws of Sacae II,"If unit initiates combat or if unit is within 2 spaces of an ally, grants Atk/Spd/Def/Res+6 during combat, and also, if foe uses sword, lance, axe, dragonstone, or beast damage and unit's Spd ≥ foe's Spd+5, foe cannot counterattack.",300,Yes
,Laws of Sacae,"If foe initiates combat and the number of allies within 2 spaces ≥ 2, grants Atk/Spd/Def/Res+4 during combat.",300,Yes
,Leaden Regrets,"If unit can transform, transformation effects gain ""if unit is within 2 spaces of a beast or dragon ally, or if number of adjacent allies other than beast or dragon allies ≤ 2"" as a trigger condition (in addition to existing conditions).If defending in Aether Raids, at the start of enemy turn 1, if conditions for transforming are met, unit transforms.If unit is transformed or if foe initiates combat, inflicts Atk/Def-10 on foe, reduces damage from foe's follow-up attack by 80% (""follow-up attack"" normally means only the second strike; for effects that grant ""unit attacks twice,"" it means the third and fourth strikes), and reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50% during combat (excluding area-of-effect Specials).If foe initiates combat, after combat, the closest foes within 4 spaces of target who have yet to act have their actions end immediately.",300,Yes
,Life and Death 1,Grants Atk/Spd+3.Inflicts Def/Res-3.,50,No
,Life and Death 2,Grants Atk/Spd+4.Inflicts Def/Res-4.,100,No
,Life and Death 3,Grants Atk/Spd+5.Inflicts Def/Res-5.,200,No
,Life and Death 4,Grants Atk/Spd+7.Inflicts Def/Res-5.,300,No
,Mastermind,"At start of turn, deals 1 damage to unit. If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd+9 to unit during combat and deals damage = X + Y (X = 80% of highest total bonuses among unit and allies within 2 spaces of unit; Y = 80% of highest total penalties among target and foes within 2 spaces of target; excluding area-of-effect Specials).",300,Yes
,Mirror Impact,"If unit initiates combat, grants Atk+6, Res+10 during combat and foe cannot make a follow-up attack.",300,No
,Mirror Stance 1,"If foe initiates combat, grants Atk/Res+2 during combat.",120,No
,Mirror Stance 2,"If foe initiates combat, grants Atk/Res+4 during combat.",240,No
,Mirror Stance 3,"If foe initiates combat, grants Atk/Res+6 during combat and inflicts Special cooldown charge -1 on foe per attack. (Only highest value applied. Does not stack.)",300,No
,Mirror Strike 1,"If unit initiates combat, grants Atk/Res+2 during combat.",120,No
,Mirror Strike 2,"If unit initiates combat, grants Atk/Res+4 during combat.",240,No
,New Opening,"If unit can transform, transformation effects gain ""if unit is within 2 spaces of a beast or dragon ally, or if number of adjacent allies other than beast or dragon allies ≤ 2"" as a trigger condition (in addition to existing conditions).If defending in Aether Raids, at the start of enemy turn 1, if conditions for transforming are met, unit transforms.If unit is transformed or if foe's HP ≥ 75% at start of combat, grants Atk/Spd/Def/Res+9 to unit, neutralizes effects that inflict ""Special cooldown charge -X"" on unit, unit deals +X damage (excluding area-of-effect Specials), reduces damage from foe's first attack by X during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), reduces damage from foe's Specials by an additional X (excluding area-of-effect Specials; X = number of spaces from start position to end position of whoever initiated combat × 4; max 12), and restores 7 HP to unit after combat.",300,Yes
,Nightmare,"If foe initiates combat or foe's HP ≥ 75% at start of combat, inflicts Atk/Def-10 on foe during combat and reduces damage from foe's first attack during combat by 30%. If foe initiates combat, after combat, the closest foes within 4 spaces of target who have yet to act have their actions end immediately.",300,Yes
