Icon,Name,Description,SP,Exclusive
,Lull Spd/Res 3,"Inflicts Spd/Res-3 on foe and neutralizes foe's bonuses to Spd/Res (from skills like Fortify, Rally, etc.) during combat.",240,No
,Lull Spd/Res 4,"Inflicts Spd/Res-X on foe (X = 4 + number of【Bonus】effects active on foe; max 8; excludes stat bonuses) and neutralizes foe's bonuses to Spd/Res (from skills like Fortify, Rally, etc.) during combat.【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",300,No
,Lunar Brace II,"Enables【Canto (２)】.Neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat. Deals damage = 15% of foe's Def.【Canto (２)】After an attack, Assist skill, or structure destruction, unit can move ２ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",300,Yes
,Lunar Brace,Slows Special trigger (cooldown count+1).Deals damage = 50% of foe's Def when Special triggers.,300,Yes
,Lunge,"If unit initiates combat, unit and target foe swap spaces after combat.",150,No
,Mag. Null Follow,"Inflicts Spd/Res-4 on foe, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks, and reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50% during combat (example: a foe with a ""reduce damage by 45%"" skill would reduce damage by 23% instead).",300,No
,Magic Gambit 1,"If unit initiates combat or foe's Range = 2, and if unit's or foe's attack can trigger unit's Special, reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = unit's max Special cooldown count value - 1, × 4 (max 16%).",60,No
,Magic Gambit 2,"If unit initiates combat or foe's Range = 2, and if unit's or foe's attack can trigger unit's Special, reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = unit's max Special cooldown count value - 1, × 7 (max 28%).",120,No
,Magic Gambit 3,"If unit initiates combat or foe's Range = 2, and if unit's or foe's attack can trigger unit's Special, reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = unit's max Special cooldown count value - 1, × 10 (max 40%).",240,No
,Magic Gambit 4,"If unit initiates combat or foe's Range = 2, inflicts Spd/Res-4 on foe during combat, and also, if unit's or foe's attack can trigger unit's Special, unit deals +X damage (X = unit's max Special cooldown count value - 2, × 4; max 12; min 0; excluding area-of-effect Specials) and reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = unit's max Special cooldown count value - 1, × 10 (max 40%).",300,No
,Momentum 1,"If unit or foe initiates combat after moving to a different space, unit makes a guaranteed follow-up attack and deals damage during combat = number of spaces from start position to end position of whoever initiated combat (max 5; including when dealing damage with a Special triggered before combat).",60,No
,Momentum 2,"If unit or foe initiates combat after moving to a different space, unit makes a guaranteed follow-up attack and deals damage during combat = number of spaces from start position to end position of whoever initiated combat × 2 (max 10; including when dealing damage with a Special triggered before combat).",120,No
,Momentum 3,"If unit or foe initiates combat after moving to a different space, unit makes a guaranteed follow-up attack and deals damage during combat = number of spaces from start position to end position of whoever initiated combat × 3 (max 15; including when dealing damage with a Special triggered before combat).",240,No
,Momentum 4,"If unit or foe initiates combat after moving to a different space, inflicts Atk/Def-4 on foe, unit makes a guaranteed follow-up attack, and deals damage during combat = number of spaces from start position to end position of whoever initiated combat × 4 (max 20; including when dealing damage with a Special triggered before combat).If unit initiates combat after moving to a different space, triggers the following effects depending on unit's equipped Special: if unit has an area-of-effect Special equipped, grants Special cooldown count-X to unit before Special triggers before combat (excluding Røkkr area-of-effect Specials); if unit has a Special that triggers when unit attacks (excluding area-of-effect Specials), grants Special cooldown count-X to unit before unit's first attack during combat (if number of spaces from start position to end position ≥ 3, X = 2; otherwise, X = 1).",300,No
,Moon-Twin Wing+,"If a skill compares unit's Spd to a foe's or ally's Spd, treats unit's Spd as if granted +7.At start of combat, if unit's HP ≥ 25%, inflicts Atk/Spd/Def-5 on foe, unit deals damage = 10% of unit's Atk (excluding area-of-effect Specials), and reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50% during combat (excluding area-of-effect Specials), and also, if unit's Spd > foe's Spd, reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = difference between stats × 5 (max 50%).",300,Yes
,Moon-Twin Wing,"At start of combat, if unit's HP ≥ 25%, inflicts Atk/Spd-5 on foe during combat, and also, if unit's Spd > foe's Spd, reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = difference between stats × 4 (max 40%).",300,Yes
,Moonlight Bangle,"Enables【Canto (２)】.Neutralizes effects that inflict ""Special cooldown charge -X"" on unit during combat. Deals damage = X% of foe's Def when Special triggers (X = unit's max Special cooldown count value × 10, + 20).【Canto (２)】After an attack, Assist skill, or structure destruction, unit can move ２ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",300,Yes
,Moonlit Bangle F,"Enables【Canto (１)】.Neutralizes effects that inflict ""Special cooldown charge -X"" on unit during combat. Deals damage = X% of foe's Def when Special triggers (X = unit's max Special cooldown count value × 10, + 20).【Canto (１)】After an attack, Assist skill, or structure destruction, unit can move １ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",300,Yes
,Moonlit Bangle Q,"If foe initiates combat and unit's Spd ≥ foe's Spd-4, unit can counterattack before foe's first attack.Inflicts Atk/Spd/Def-5 on foe during combat. Unit deals damage = 25% of foe's Def (excluding area-of-effect Specials), grants Special cooldown count-1 to unit before unit's first attack and Special cooldown count-1 to unit before unit's first follow-up attack, and neutralizes effects that inflict ""Special cooldown charge -X"" on unit during combat.",300,Yes
,Mounting Fear,"At start of turn, inflicts【Panic】,【Exposure】, and【Deep Wounds】on foes with Res < unit's Res and that are within 2 spaces of another foe through their next actions.Inflicts Atk/Res-5 on foe, deals damage = 20% of unit's Res (excluding area-of-effect Specials), and reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50% during combat (excluding area-of-effect Specials), and also, for unit's first attack during combat, if damage dealt prior to damage reduction calculation < foe's HP - 1, sets damage before damage reduction as foe's HP - 1 (excluding area-of-effect Specials; excluding certain foes, such as Røkkr).【Panic】Converts bonuses on target into penalties through its next action.【Exposure】Foe's attacks deal +10 damage.【Deep Wounds】Unit's HP cannot be healed through its next action.",300,Yes
,Murderous Lion,"Enables【Canto (Rem. +1)】.If unit is not adjacent to an ally, inflicts Spd/Def-3 on foe during combat and foe cannot counterattack.【Canto (Rem. +1)】After an attack, Assist skill, or structure destruction, unit can move again.The distance of the movement is the remaining movement the unit had before the actions listed above+1 (If unit used a movement skill that warps them, the remainder is 0).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",300,Yes
,Mystic Boost 1,"Disables foe's skills that ""calculate damage using the lower of foe's Def or Res"" and ""calculate damage from staff like other weapons."" Restores 2 HP after combat.",60,No
,Mystic Boost 2,"Disables foe's skills that ""calculate damage using the lower of foe's Def or Res"" and ""calculate damage from staff like other weapons."" Restores 4 HP after combat.",120,No
,Mystic Boost 3,"Disables foe's skills that ""calculate damage using the lower of foe's Def or Res"" and ""calculate damage from staff like other weapons."" Restores 6 HP after combat.",240,No
,Mystic Boost 4,"Inflicts Atk-5 on foe during combat. Disables foe's skills that ""calculate damage using the lower of foe's Def or Res"" and ""calculate damage from staff like other weapons."" If foe uses staff, neutralizes effects that prevent unit's counterattacks during combat. Restores 10 HP to unit after combat.",300,No
,New Divinity,"At start of combat, if unit's HP ≥ 25%, inflicts Atk/Res-5 on foe during combat, and also, if unit's Res > foe's Res, reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = difference between stats × 4 (max 40%). At start of combat, if unit's HP ≥ 40%, foe cannot make a follow-up attack during combat.",300,Yes
,Null C-Disrupt 1,"At start of combat, if unit's HP = 100%, neutralizes effects that prevent unit's counterattacks during combat.",60,No
,Null C-Disrupt 2,"At start of combat, if unit's HP ≥ 50%, neutralizes effects that prevent unit's counterattacks during combat.",120,No
,Null C-Disrupt 3,Neutralizes effects that prevent unit's counterattacks during combat.,240,No
,Null C-Disrupt 4,"Inflicts Atk/Spd-4 on foe, neutralizes effects that prevent unit's counterattacks, and reduces damage from foe's first attack by 30% during combat.",300,No
,Null Follow-Up 1,"At start of combat, if unit's HP = 100%, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat.",60,No
,Null Follow-Up 2,"At start of combat, if unit's HP ≥ 50%, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat.",120,No
,Null Follow-Up 3,Neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat.,240,No
,Obstruct 1,"If unit's HP ≥ 90%, foes cannot move through spaces adjacent to unit.(Does not affect foes with Pass skills.)",50,No
,Obstruct 2,"If unit's HP ≥ 70%, foes cannot move through spaces adjacent to unit.(Does not affect foes with Pass skills.)",100,No
,Obstruct 3,"If unit's HP ≥ 50%, foes cannot move through spaces adjacent to unit.(Does not affect foes with Pass skills.)",200,No
,Occultist's Strike,"If unit initiates combat, deals 7 damage to foe as combat begins (effects that reduce damage during combat do not apply; will not reduce foe's HP below 1), inflicts Spd/Res-4 on foe during combat, and deals damage = 20% of foe's Res (excluding area-of-effect Specials).",300,No
,Odd Follow-Up 1,"If it is an odd-numbered turn and unit's HP = 100%, unit makes a guaranteed follow-up attack and foe cannot make a follow-up attack.",60,No
,Odd Follow-Up 2,"If it is an odd-numbered turn and unit's HP ≥ 50%, unit makes a guaranteed follow-up attack and foe cannot make a follow-up attack.",120,No
,Odd Follow-Up 3,"If it is an odd-numbered turn, unit makes a guaranteed follow-up attack and foe cannot make a follow-up attack.",240,No
,Odd Pulse Tie 1,"At start of odd-numbered turns, if any foe's HP+5 ≤ unit's HP and that foe's Special is ready, inflicts Special cooldown count+2 on foe with the lowest HP among those foes. (Cannot exceed the foe's maximum Special cooldown.)",60,No
,Odd Pulse Tie 2,"At start of odd-numbered turns, if any foe's HP+3 ≤ unit's HP and that foe's Special is ready, inflicts Special cooldown count+2 on foe with the lowest HP among those foes. (Cannot exceed the foe's maximum Special cooldown.)",120,No
,Odd Pulse Tie 3,"At start of odd-numbered turns, if any foe's HP+1 ≤ unit's HP and that foe's Special is ready, inflicts Special cooldown count+2 on foe with the lowest HP among those foes. (Cannot exceed the foe's maximum Special cooldown.)",240,No
,Pass 1,"If unit's HP ≥ 75%, unit can move through foes' spaces.",50,No
,Pass 2,"If unit's HP ≥ 50%, unit can move through foes' spaces.",100,No
,Pass 3,"If unit's HP ≥ 25%, unit can move through foes' spaces.",200,No
,Pegasus Flight 1,"At start of combat, if unit's Spd ≥ foe's Spd-7, inflicts penalty on foe's Atk/Def during combat = 30% of difference between Res stats (unit’s Res minus foe’s Res) before combat. (Maximum penalty of -3.)",60,No
,Pegasus Flight 2,"At start of combat, if unit's Spd ≥ foe's Spd-7, inflicts penalty on foe's Atk/Def during combat = 40% of difference between Res stats (unit’s Res minus foe’s Res) before combat. (Maximum penalty of -5.)",120,No
,Pegasus Flight 3,"At start of combat, if unit's Spd ≥ foe's Spd-7, inflicts penalty on foe's Atk/Def during combat = 50% of difference between Res stats (unit’s Res minus foe’s Res) before combat. (Maximum penalty of -7.)",240,No
,Pegasus Flight 4,"Inflicts Atk/Def-4 on foe during combat. At start of combat, if unit's Spd ≥ foe's Spd-10, inflicts penalty on foe's Atk/Def during combat = 80% of difference between Res stats (unit's Res minus foe's Res) before combat (maximum penalty of -8), and also, if at start of combat, unit's Spd+Res > foe's Spd+Res, foe cannot make a follow-up attack.",300,No
,Pegasus Rift,"Inflicts Atk/Spd-4 on foe during combat. If unit's Spd + Res ≥ foe's Spd + Res - 10 (excluding effects from【Phantom】), unit deals +X damage (excluding when dealing damage with an area-of-effect Special) and reduces damage from foe's first attack by X during combat (X = unit's Res at start of combat - 30; min 0, max 10; ""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), unit makes a guaranteed follow-up attack, foe cannot make a follow-up attack, and increases the Spd difference necessary for foe to make a follow-up attack by 20 during combat (Spd must be ≥ 25 to make a follow-up attack; stacks with similar skills).【Phantom】If a skill effect compares unit's stats to foe or ally stats, treats unit's stats as if granted +X.",300,No
,Phys. Null Follow,"Inflicts Spd/Def-4 on foe, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks, and reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50% during combat (example: a foe with a ""reduce damage by 45%"" skill would reduce damage by 23% instead).",300,No
,Poetic Justice,"Calculates damage from staff like other weapons. Inflicts Spd-4 on foe during combat and unit deals damage = 15% of foe's attack. (If the ""calculates damage from staff like other weapons"" effect is neutralized, damage from staff is calculated after combat damage is added.)",300,No
,Poison Strike 1,"If unit initiates combat, deals 4 damage to foe after combat.",60,No
,Poison Strike 2,"If unit initiates combat, deals 7 damage to foe after combat.",120,No
,Poison Strike 3,"If unit initiates combat, deals 10 damage to foe after combat.",240,No
,Potent 1,"If decreasing the Spd difference necessary to make a follow-up attack by 25 would allow unit to trigger a follow-up attack (excluding guaranteed or prevented follow-ups), triggers【Potent Follow X%】during combat (if unit cannot perform follow-up and attack twice, X = 50; otherwise, X = 10).【Potent Follow X%】Triggers an additional follow-up attack immediately after unit's standard follow-up attack and deals damage = X% of unit's normal attack damage (if unit cannot make a follow-up attack, this effect triggers when the standard follow-up attack would occur; this effect is treated like a follow-up attack, so effects like ""reduce damage by X%"" still apply, but this effect is not affected by effects that prevent follow-ups or ""attacks twice"" effects; only highest value applied; does not stack).",60,No
,Potent 2,"Reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by 10%. If decreasing the Spd difference necessary to make a follow-up attack by 25 would allow unit to trigger a follow-up attack (excluding guaranteed or prevented follow-ups), triggers【Potent Follow X%】during combat (if unit cannot perform follow-up and attack twice, X = 60; otherwise, X = 20).【Potent Follow X%】Triggers an additional follow-up attack immediately after unit's standard follow-up attack and deals damage = X% of unit's normal attack damage (if unit cannot make a follow-up attack, this effect triggers when the standard follow-up attack would occur; this effect is treated like a follow-up attack, so effects like ""reduce damage by X%"" still apply, but this effect is not affected by effects that prevent follow-ups or ""attacks twice"" effects; only highest value applied; does not stack).",120,No
,Potent 3,"Reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by 20%. If decreasing the Spd difference necessary to make a follow-up attack by 25 would allow unit to trigger a follow-up attack (excluding guaranteed or prevented follow-ups), triggers【Potent Follow X%】during combat (if unit cannot perform follow-up and attack twice, X = 70; otherwise, X = 30).【Potent Follow X%】Triggers an additional follow-up attack immediately after unit's standard follow-up attack and deals damage = X% of unit's normal attack damage (if unit cannot make a follow-up attack, this effect triggers when the standard follow-up attack would occur; this effect is treated like a follow-up attack, so effects like ""reduce damage by X%"" still apply, but this effect is not affected by effects that prevent follow-ups or ""attacks twice"" effects; only highest value applied; does not stack).",240,No
,Potent 4,"Inflicts Spd/Def-4 on foe during combat and reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by 30%. If decreasing the Spd difference necessary to make a follow-up attack by 25 would allow unit to trigger a follow-up attack (excluding guaranteed or prevented follow-ups), triggers【Potent Follow X%】during combat (if unit cannot perform follow-up and attack twice, X = 80; otherwise, X = 40).【Potent Follow X%】Triggers an additional follow-up attack immediately after unit's standard follow-up attack and deals damage = X% of unit's normal attack damage (if unit cannot make a follow-up attack, this effect triggers when the standard follow-up attack would occur; this effect is treated like a follow-up attack, so effects like ""reduce damage by X%"" still apply, but this effect is not affected by effects that prevent follow-ups or ""attacks twice"" effects; only highest value applied; does not stack).",300,No
,Potent Assault,"If unit initiates combat or is within 2 spaces of an ally, inflicts Spd/Def-4 on foe, deals damage = 20% of the greater of unit's Spd or Def (excluding area-of-effect Specials), and reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50% during combat (excluding area-of-effect Specials), and also, if decreasing the Spd difference necessary to make a follow-up attack by 25 would allow unit to trigger a follow-up attack (excluding guaranteed or prevented follow-ups), triggers【Potent Follow X%】during combat (if unit cannot perform follow-up and attack twice, X = 80; otherwise, X = 40).【Potent Follow X%】Triggers an additional follow-up attack immediately after unit's standard follow-up attack and deals damage = X% of unit's normal attack damage (if unit cannot make a follow-up attack, this effect triggers when the standard follow-up attack would occur; this effect is treated like a follow-up attack, so effects like ""reduce damage by X%"" still apply, but this effect is not affected by effects that prevent follow-ups or ""attacks twice"" effects; only highest value applied; does not stack).",300,No
,Potent Disarm,"Inflicts Spd/Def-4 on foe during combat.If decreasing the Spd difference necessary to make a follow-up attack by 25 would allow unit to trigger a follow-up attack (excluding guaranteed or prevented follow-ups), triggers【Potent Follow X%】during combat (if unit cannot perform follow-up and attack twice, X = 80; otherwise, X = 40).While attacking in Aether Raids, if unit ends movement on a space with a Bolt Trap or a Heavy Trap, cancels trap's effect; if unit ends movement on a space with a Hex Trap, reduces trap's trigger condition by 10 HP.【Potent Follow X%】Triggers an additional follow-up attack immediately after unit's standard follow-up attack and deals damage = X% of unit's normal attack damage (if unit cannot make a follow-up attack, this effect triggers when the standard follow-up attack would occur; this effect is treated like a follow-up attack, so effects like ""reduce damage by X%"" still apply, but this effect is not affected by effects that prevent follow-ups or ""attacks twice"" effects; only highest value applied; does not stack).",300,No
,Potent Finish,"Inflicts Spd/Def-4 on foe and reduces damage from foe's attacks by 7 during combat (excluding area-of-effect Specials), and also, if unit's Special is ready or unit's Special triggered before or during this combat, unit deals +15 damage during combat (excluding area-of-effect Specials), and also, restores 7 HP to unit when unit deals damage to foe during combat.If decreasing the Spd difference necessary to make a follow-up attack by 25 would allow unit to trigger a follow-up attack (excluding guaranteed or prevented follow-ups), triggers【Potent Follow X%】during combat (if unit cannot perform follow-up and attack twice, X = 80; otherwise, X = 40).【Potent Follow X%】Triggers an additional follow-up attack immediately after unit's standard follow-up attack and deals damage = X% of unit's normal attack damage (if unit cannot make a follow-up attack, this effect triggers when the standard follow-up attack would occur; this effect is treated like a follow-up attack, so effects like ""reduce damage by X%"" still apply, but this effect is not affected by effects that prevent follow-ups or ""attacks twice"" effects; only highest value applied; does not stack).",300,No
,Prescience II,"At start of turn, if any foes have the highest Atk, Spd, Def, or Res on the enemy team, inflicts【Sabotage】and【Panic】on those foes and inflicts -7 on the corresponding stat of those foes and foes within 2 spaces of those foes through their next actions.Inflicts Atk/Spd/Res-5 on foe, inflicts penalty on foe's Spd/Res = highest total penalties among target and foes within 2 spaces of target, reduces damage from foe's attacks by 30% (excluding area-of-effect Specials), and neutralizes effects that inflict ""Special cooldown charge -X"" on unit during combat.【Sabotage】Inflicts penalty on unit's Atk/Spd/Def/Res during combat = highest penalty on each stat between unit and allies within 2 spaces of unit through its next action. Calculates each stat penalty independently.【Panic】Converts bonuses on target into penalties through its next action.",300,Yes
,Prescience,"Inflicts Atk/Res-5 on foe during combat. If unit initiates combat or if foe's Range = 2, reduces damage from foe's first attack by 30%.",300,Yes
,Pure Atrocity,"If unit initiates combat or is within 2 spaces of an ally, inflicts Spd/Def-5 on foe, deals damage = 25% of unit's Atk (excluding area-of-effect Specials), grants Special cooldown count-1 to unit before unit's first attack, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks, and reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50% during combat (excluding area-of-effect Specials).After combat, if unit attacked, neutralizes two【Bonus】effects on target and any foe within 2 spaces of target, excluding stat bonuses (does not apply to【Bonus】effects that are applied at the same time; neutralizes the first applicable【Bonus】effects on foe's list of active effects), and applies 【Divine Vein (Haze)】on target's space and on each space within 2 spaces of target's space for 1 turn.【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).【Divine Vein (Haze)】Applies the following effects on space: Inflicts Atk/Spd/Def/Res-5 on foe and neutralizes foe's bonuses (from skills like Fortify, Rally, etc.) during combat. (Divine Vein effects do not stack; replaces any existing Divine Vein effect; Divine Vein effects applied simultaneously cancel each other out.)",300,Yes
,Pure Dragon Wall,"If a skill compares unit's Res to a foe's or ally's Res, treats unit's Res as if granted +5.If unit's Res > foe's Res, reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by the following percentage: if it is unit's first combat initiated by unit or first combat initiated by foe in player phase or enemy phase, percentage = difference between stats × 6 (max 60%); otherwise, percentage = difference between stats × 4 (max 40%).Inflicts Atk/Def/Res-5 on foe, deals damage = X% of unit's Res (if it is unit's first combat initiated by unit or first combat initiated by foe in player phase or enemy phase, X = 30; otherwise, X = 20; including from area-of-effect Specials; excluding Røkkr area-of-effect Specials), reduces damage from foe's attacks by X% of unit's Res (including from area-of-effect Specials; excluding Røkkr area-of-effect Specials), and neutralizes effects that inflict ""Special cooldown charge -X"" on unit during combat, and also, if foe's attack can trigger foe's Special and unit's Res ≥ foe's Res+5, inflicts Special cooldown count+1 on foe (cannot exceed the foe's maximum Special cooldown) and grants Special cooldown count-1 to unit before foe's first attack during combat.At start of turn and after combat, if dragon or beast ally is on player team or if unit is within 2 spaces of an ally, restores 10 HP to unit.",300,Yes
,Pure Starfall,"If unit initiates combat or if【Deep Star】is active on unit, inflicts Spd/Def-5 on foe, unit deals +X damage (X = 20% of unit's Spd; excluding area-of-effect Specials), reduces damage from foe's first attack by X (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50% during combat (excluding area-of-effect Specials), and also, if foe's attack can trigger foe's Special, inflicts Special cooldown count+1 on foe before foe's first attack (cannot exceed the foe's maximum Special cooldown).If unit initiates combat, reduces damage from foe's first attack by 80% during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes).If unit initiates combat, grants【Deep Star】and 【Vantage】to unit and inflicts【Gravity】on target and foes within 1 space of target after combat.【Deep Star】For 1 turn, if it is unit's first combat initiated by foe that turn, reduces damage from foe's first attack by 80% during combat (that turn only; ""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes).【Vantage】If foe initiates combat, unit can counterattack before foe's first attack for 1 turn.【Gravity】Restricts target's movement to 1 space through its next action.",300,Yes
,Pure Storm,"At start of turn and after unit acts (if Canto triggers, after Canto), inflicts Atk/Def-7, 【Exposure】, and【Sabotage】on closest foes and foes within 2 spaces of those foes through their next actions.If target has entered combat aside from this combat on the current turn and unit initiates combat, target cannot trigger their Special during combat.If unit initiates combat or the number of allies adjacent to unit ≤ 1, inflicts Atk/Def-5 on foe, deals damage = 20% of unit's Def (excluding area-of-effect Specials), and reduces the percentage of foe's non-Special ""reduces damage by X%"" skills by 50% during combat (excluding area-of-effect Specials).If unit initiates combat and number of allies adjacent to unit ≤ 1 after combat, grants another action to unit (once per turn; if a skill effect moves unit after combat, this effect occurs based on unit's final placement after that movement).【Exposure】Foe's attacks deal +10 damage.【Sabotage】Inflicts penalty on unit's Atk/Spd/Def/Res during combat = highest penalty on each stat between unit and allies within 2 spaces of unit through its next action. Calculates each stat penalty independently.",300,Yes
,Quick Riposte 1,"If unit's HP ≥ 90% and foe initiates combat, unit makes a guaranteed follow-up attack.",60,No
,Quick Riposte 2,"If unit's HP ≥ 80% and foe initiates combat, unit makes a guaranteed follow-up attack.",120,No
,Quick Riposte 3,"If unit's HP ≥ 70% and foe initiates combat, unit makes a guaranteed follow-up attack.",240,No
,Quick Riposte 4,"If unit's HP ≥ 25% at start of combat and foe initiates combat, reduces damage from foe's first attack during combat by 25% and unit makes a guaranteed follow-up attack.",300,No
,R Tomebreaker 1,"If unit's HP ≥ 90% in combat against a red tome foe, unit makes a guaranteed follow-up attack and foe cannot make a follow-up attack.",50,No
,R Tomebreaker 2,"If unit's HP ≥ 70% in combat against a red tome foe, unit makes a guaranteed follow-up attack and foe cannot make a follow-up attack.",100,No
,R Tomebreaker 3,"If unit's HP ≥ 50% in combat against a red tome foe, unit makes a guaranteed follow-up attack and foe cannot make a follow-up attack.",200,No
,Raging Storm II,"If unit initiates combat, grants another action to unit if unit is not adjacent to an ally after combat. (Once per turn. If a skill that moves unit after combat is used, references unit's position after that movement occurs.) At start of combat, if unit's HP ≥ 25% or unit is not adjacent to an ally, inflicts Atk/Def-5 on foe and unit makes a guaranteed follow-up attack during combat, and also, if foe uses dragonstone or beast damage, neutralizes effects that prevent unit's follow-up attacks during combat.",300,Yes
,Raging Storm,"If unit initiates combat, grants another action to unit if unit is not adjacent to an ally after combat. (Once per turn. If a skill that moves unit after combat is used, references unit's position after that movement occurs.) If foe uses dragonstone or beast damage and unit is not adjacent to an ally, unit makes a guaranteed follow-up attack during combat.",300,Yes
,Raging Tempest,"At start of turn, if unit's HP = 100% or if any foe is within 3 columns or 3 rows centered on unit, grants ""unit can move 1 extra space (that turn only; does not stack)"" and【Charge】 to unit for 1 turn. If number of allies adjacent to unit ≤ 1, inflicts Atk/Def-5 on foe during combat, deals damage = 15% of unit's Atk (excluding area-of-effect Specials), and if unit initiates combat, grants another action to unit after combat (once per turn; if a skill effect moves unit after combat, this effect occurs based on unit's final placement after that movement).【Charge】Unit can move up to 3 spaces in any cardinal direction. (Cannot move through foes, terrain that blocks movement, or effects of skills like Obstruct. Granted movement treated as Warp movement.)",300,Yes
,Recover Ring,"At start of turn, restores 10 HP.(Skill cannot be inherited.)",200,Yes
,Renewal 1,"At the start of every fourth turn, restores 10 HP.",60,No
,Renewal 2,"At the start of every third turn, restores 10 HP.",120,No
,Renewal 3,"At start of odd-numbered turns, restores 10 HP.",240,No
,Reopening,"At start of combat, if unit's HP ≥ 25%, inflicts Atk-5 on foe, inflicts Special cooldown charge -1 on foe per attack (only highest value applied; does not stack), deals damage = X% of unit's Def (excluding area-of-effect Specials), and reduces damage from foe's attacks by X% of unit's Def during combat (excluding area-of-effect Specials; if unit can make a follow-up attack or if unit triggers the ""unit attacks twice"" effect, X = 10; otherwise, X = 20).",300,No
,Repel 1,"If unit's Spd > foe's Spd, reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = difference between stats × 2 (max 20%). If unit initiates combat, foe is moved 1 space away after combat.",60,No
,Repel 2,"If unit's Spd > foe's Spd, reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = difference between stats × 3 (max 30%). If unit initiates combat, foe is moved 1 space away after combat.",120,No
,Repel 3,"If unit's Spd > foe's Spd, reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = difference between stats × 4 (max 40%). If unit initiates combat, foe is moved 1 space away after combat.",240,No
