Icon,Name,Description,SP,Exclusive
,Dream Deliverer,"At start of player phase or enemy phase, if unit is within 2 spaces of an ally, neutralizes any 【Penalty】that takes effect on unit or allies within 2 spaces of unit at this time. At start of turn, if unit is within 2 spaces of an ally, grants Def/Res+6 and【Resonance: Shields】to unit and allies within 2 spaces of unit for 1 turn. If unit is within 3 spaces of an ally, grants Def/Res+4 to unit and inflicts Special cooldown charge -1 on foe per attack during combat (only highest value applied; does not stack).【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).【Resonance: Shields】Grants Def/Res+4 during combat and the following effect for 1 turn: ""During unit's first combat in player phase or enemy phase, foe cannot make a follow-up attack.""",300,Yes
,Drive Atk 1,Grants Atk+2 to allies within 2 spaces during combat.,120,No
,Drive Atk 2,Grants Atk+3 to allies within 2 spaces during combat.,240,No
,Drive Def 1,Grants Def+2 to allies within 2 spaces during combat.,120,No
,Drive Def 2,Grants Def+3 to allies within 2 spaces during combat.,240,No
,Drive Res 1,Grants Res+2 to allies within 2 spaces during combat.,120,No
,Drive Res 2,Grants Res+3 to allies within 2 spaces during combat.,240,No
,Drive Spd 1,Grants Spd+2 to allies within 2 spaces during combat.,120,No
,Drive Spd 2,Grants Spd+3 to allies within 2 spaces during combat.,240,No
,Endless Tempest,"At start of turn, unit can move 1 extra space (that turn only; does not stack).If unit or foe initiates combat after moving to a different space, grants bonus to unit's Atk/Spd/Def/Res = number of spaces from start position to end position of whoever initiated combat (max 3) and neutralizes foe's bonuses (from skills like Fortify, Rally, etc.) during combat.",300,No
,Even Atk Wave 1,"At start of even-numbered turns, grants Atk+2 to unit and adjacent allies for 1 turn.(Bonus granted to unit even if no allies are adjacent.)",60,No
,Even Atk Wave 2,"At start of even-numbered turns, grants Atk+4 to unit and adjacent allies for 1 turn.(Bonus granted to unit even if no allies are adjacent.)",120,No
,Even Atk Wave 3,"At start of even-numbered turns, grants Atk+6 to unit and adjacent allies for 1 turn.(Bonus granted to unit even if no allies are adjacent.)",240,No
,Even Atk Wave N,"At start of turn, grants Atk+6 to unit and allies within 2 spaces of unit for 1 turn.If unit's Atk ≥ foe's Atk-5, unit deals +5 damage during combat (excluding area-of-effect Specials), and also, when unit deals damage to foe during combat, restores 5 HP to unit (triggers even if 0 damage is dealt).If it is an even-numbered turn, grants Atk+6 to unit during combat.",300,No
,Even Def Wave 1,"At start of even-numbered turns, grants Def+2 to unit and adjacent allies for 1 turn.(Bonus granted to unit even if no allies are adjacent.)",60,No
,Even Def Wave 2,"At start of even-numbered turns, grants Def+4 to unit and adjacent allies for 1 turn.(Bonus granted to unit even if no allies are adjacent.)",120,No
,Even Def Wave 3,"At start of even-numbered turns, grants Def+6 to unit and adjacent allies for 1 turn.(Bonus granted to unit even if no allies are adjacent.)",240,No
,Even Recovery 1,"At start of even-numbered turns, restores 5 HP to allies within 2 spaces of unit and neutralizes any【Penalty】on those allies (excluding penalties inflicted at start of turn).【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",60,No
,Even Recovery 2,"At start of even-numbered turns, restores 10 HP to allies within 2 spaces of unit and neutralizes any【Penalty】on those allies (excluding penalties inflicted at start of turn).【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",120,No
,Even Recovery 3,"At start of even-numbered turns, restores 20 HP to allies within 2 spaces of unit and neutralizes any【Penalty】on those allies (excluding penalties inflicted at start of turn).【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",240,No
,Even Res Wave 1,"At start of even-numbered turns, grants Res+2 to unit and adjacent allies for 1 turn.(Bonus granted to unit even if no allies are adjacent.)",60,No
,Even Res Wave 2,"At start of even-numbered turns, grants Res+4 to unit and adjacent allies for 1 turn.(Bonus granted to unit even if no allies are adjacent.)",120,No
,Even Res Wave 3,"At start of even-numbered turns, grants Res+6 to unit and adjacent allies for 1 turn.(Bonus granted to unit even if no allies are adjacent.)",240,No
,Even Res Wave D,"At start of turn, grants Res+6 to unit and allies within 2 spaces of unit for 1 turn.If unit's Res ≥ foe's Res+5 and foe's attack can trigger foe's Special, inflicts Special cooldown count+1 on foe before foe's first attack during combat (cannot exceed the foe's maximum Special cooldown).If it is an even-numbered turn, grants Res+6 to unit during combat.",300,No
,Even Spd Wave 1,"At start of even-numbered turns, grants Spd+2 to unit and adjacent allies for 1 turn.(Bonus granted to unit even if no allies are adjacent.)",60,No
,Even Spd Wave 2,"At start of even-numbered turns, grants Spd+4 to unit and adjacent allies for 1 turn.(Bonus granted to unit even if no allies are adjacent.)",120,No
,Even Spd Wave 3,"At start of even-numbered turns, grants Spd+6 to unit and adjacent allies for 1 turn.(Bonus granted to unit even if no allies are adjacent.)",240,No
,Even Tempest 1,"At start of even-numbered turns, if unit's HP = 100%, unit can move 1 extra space. (That turn only. Does not stack.)",60,No
,Even Tempest 2,"At start of even-numbered turns, if unit's HP ≥ 50%, unit can move 1 extra space. (That turn only. Does not stack.)",120,No
,Even Tempest 3,"At start of even-numbered turns, unit can move 1 extra space. (That turn only. Does not stack.)",240,No
,Everliving Domain,"If unit is within 2 spaces of any allies, grants Def/Res+4 and the following effect to unit and those allies during combat: ""If unit's HP ≥ 75% and foe would reduce unit's HP to 0, unit survives with 1 HP. (Once per combat. Does not stack with non-Special effects that allow unit to survive with 1 HP if foe's attack would reduce HP to 0.)""",300,Yes
,Faith in Humanity,"At start of turn, if unit is within 3 spaces of allies other than dragon or beast allies, grants Atk/Spd+6 to unit and those allies for 1 turn. If 2 or more allies on your current team other than dragon or beast allies have total bonuses ≥ 10 (excluding unit), neutralizes effects that grant ""Special cooldown charge +X"" to foe or inflict ""Special cooldown charge -X"" on unit.",300,Yes
,Fanged Ties,"At start of turn, if unit is within 2 spaces of an ally, grants ""unit can move 1 extra space (that turn only, does not stack)"" and【Canto (１)】to unit for 1 turn, and also grants the following effect to unit based on the value of unit's Special cooldown count: if at its maximum value, grants Special cooldown count-2; if at its maximum value - 1, grants Special cooldown count-1.【Canto (１)】After an attack, Assist skill, or structure destruction, unit can move １ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",300,Yes
,Fatal Smoke 1,"If unit initiates combat, foe cannot recover HP during or after combat, and after combat, inflicts【Deep Wounds】on target and foes within 1 space of target.【Deep Wounds】Unit's HP cannot be healed through its next action.",60,No
,Fatal Smoke 2,"If unit initiates combat, foe cannot recover HP during or after combat, and after combat, inflicts【Deep Wounds】on target and foes within 2 spaces of target.【Deep Wounds】Unit's HP cannot be healed through its next action.",120,No
,Fatal Smoke 3,"Foe cannot recover HP during or after combat, and after combat, inflicts【Deep Wounds】on target and foes within 2 spaces of target.【Deep Wounds】Unit's HP cannot be healed through its next action.",240,No
,Fatal Smoke 4,"Foe cannot recover HP during or after combat. Neutralizes foe's non-Special ""if foe would reduce unit's HP to 0, unit survives with 1 HP"" effects during combat. After combat, inflicts 【Deep Wounds】and a penalty that neutralizes non-Special ""if foe would reduce unit's HP to 0, unit survives with 1 HP"" effects on target and foes within 2 spaces of target through their next actions.【Deep Wounds】Unit's HP cannot be healed through its next action.",300,No
,Fell Majesty,"Disables foe's ""calculate damage using the lower of foe's Def or Res"" effects (including area-of-effect Specials).If unit initiates combat or is within 2 spaces of an ally, inflicts Atk/Res-5 on foe, reduces damage from foe's first attack by 7 (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and grants Special cooldown charge +1 to unit per attack during combat (only highest value applied; does not stack), and also, if unit's Res ≥ foe's Res+5 and foe's attack can trigger foe's Special, inflicts Special cooldown count+1 on foe before foe's first attack, and also, if foe's Range = 2, inflicts additional Special cooldown count+1 on foe before foe's first follow-up attack (cannot exceed the foe's maximum Special cooldown).For allies within 2 spaces of unit, grants Atk/Def/Res+5 and reduces damage from foe's first attack by 7 during their combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes).For allies within 2 spaces of unit, if this unit's Res ≥ ally's foe's Res+5 at start of combat, and if foe's attack can trigger foe's Special, inflicts Special cooldown count+1 on foe before foe's first attack, and also, if foe's Range = 2, inflicts additional Special cooldown count+1 on foe before foe's first follow-up attack (cannot exceed the foe's maximum Special cooldown).",300,Yes
,Fell Protection,"If unit initiates combat or is within 2 spaces of an ally, grants Atk/Res+5 to unit during combat, and also, if unit's Res ≥ foe's Res+5, reduces damage from attacks during combat by 30% (excluding area-of-effect Specials), and also, if foe's attack can trigger foe's Special, inflicts Special cooldown count+1 on foe before foe's first attack during combat (cannot exceed foe's maximum Special cooldown). For allies within 2 spaces of unit, grants Atk/Res+4 to ally during their combat, and also, if this unit's Res ≥ ally's foe's Res+5 at start of combat, reduces damage from attacks by 30% during ally's combat (excluding area-of-effect Specials), and also, if foe's attack can trigger foe's Special, inflicts Special cooldown count+1 on foe before foe's first attack during ally's combat (cannot exceed foe's maximum Special cooldown).",300,Yes
,Fell Successor,"If unit initiates combat or is within 2 spaces of an ally, inflicts Atk/Res-5 on foe during combat, and also, if unit's Res ≥ foe's Res+5 and if foe's attack can trigger foe's Special, inflicts Special cooldown count+1 on foe before foe's first attack, and also, if foe's Range = 2, inflicts additional Special cooldown count+1 on foe before foe's first follow-up attack (cannot exceed the foe's maximum Special cooldown).Grants Atk/Def/Res+4 to allies within 2 spaces of unit during their combat. For allies within 2 spaces of unit, if this unit's Res ≥ ally's foe's Res+5 at start of combat, and if foe's attack can trigger foe's Special, inflicts Special cooldown count+1 on foe before foe's first attack, and also, if foe's Range = 2, inflicts additional Special cooldown count+1 on foe before foe's first follow-up attack (cannot exceed the foe's maximum Special cooldown).",300,Yes
,Fetters of Dromi,"Enables【Canto (２)】.At start of turn, unit can move 1 extra space (that turn only; does not stack). After start-of-turn skills trigger, if【Stall】is active on unit, neutralizes the ""unit can move 1 extra space"" effect of this skill. Inflicts Atk/Spd/Def/Res-4 on foes within 2 spaces of unit during combat.【Canto (２)】After an attack, Assist skill, or structure destruction, unit can move ２ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)【Stall】If unit has ""unit can move 1 extra space,"" converts that effect into ""restricts movement to 1 space"" through its next action.",300,Yes
,Firm Canto Curb,"If foe within 4 spaces of this unit triggers Canto, inflicts【Canto Control】on that foe.Prevents ""after start-of-turn skills trigger, action ends immediately"" status effects from being inflicted on unit and allies within 3 spaces of unit.For unit and allies within 3 spaces of unit, neutralizes effects that would end their action as a result of foe's skills or the ""after start-of-turn skills trigger, action ends immediately"" status (does not neutralize effects from Aether Raid structures or the special slot).【Canto Control】Limits the number of spaces target can move with Canto through their next action. If target's Range = 1, target can move 1 space when Canto triggers. If target's Range = 2, target's action ends when Canto triggers.",300,No
,Flier Guidance 1,"If unit's HP = 100%, flying allies within 2 spaces can move to a space adjacent to unit.",60,No
,Flier Guidance 2,"If unit's HP ≥ 50%, flying allies within 2 spaces can move to a space adjacent to unit.",120,No
,Flier Guidance 3,Flying allies within 2 spaces can move to a space adjacent to unit.,240,No
,For the True King,"If foe with Range = 2 initiates combat against an ally within 2 spaces of unit, triggers 【Savior】on unit.If foe initiates combat against target ally within 4 spaces of unit, triggers【Savior】 on unit. (If support partner is on player team, target ally is any support partner; otherwise, target ally is the ally with the highest Atk on player team, excluding unit.)Unit can move to a space within 2 spaces of target ally.If unit is transformed or if foe initiates combat, grants Atk/Def/Res+5 to unit, unit deals +7 damage (excluding area-of-effect Specials), reduces damage from foe's attacks by 7 (excluding area-of-effect Specials), and grants Special cooldown count-1 to unit before unit's first attack during combat, and any ""reduces damage by X%"" effect that can be triggered only once per combat by unit's equipped Special skill can be triggered up to twice per combat (excludes boosted Special effects from engaging; only highest value applied; does not stack).【Savior】Unit takes ally's space, enters combat in ally's place, and receives all after-combat effects.Savior will not trigger if ally is on terrain that unit cannot move to or if multiple units are able to use Savior during the same combat. If Savior triggers, after-combat movement effects do not occur.",300,Yes
,Forever Yours,"Enables【Canto (Dist. +1; Max ４)】.If unit initiates combat or is within 3 spaces of an ally, grants Atk/Spd/Def/Res+4 to unit, reduces damage from attacks during combat by 40% (excluding area-of-effect Specials), and neutralizes effects that grant ""Special cooldown charge +X"" to foe or inflict ""Special cooldown charge -X"" on unit during combat.After unit acts, if an ally within 3 spaces of unit enters into combat, grants another action to unit after ally's combat, and if Canto has already been triggered, re-enables Canto (once per turn; if another effect that grants action to unit has been activated at the same time, this effect is also considered to have been triggered).【Canto (Dist. +1; Max ４)】After an attack, Assist skill, or structure destruction, unit can move spaces = number of spaces from start position to end position of unit before the above, +1. (Max ４.)(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",300,Yes
,Fortify Armor,"At start of turn, grants Def/Res+6 to adjacent armored allies for 1 turn.",200,No
,Fortify Beasts,"At start of turn, grants Def/Res+6 to adjacent beast allies for 1 turn.",200,No
,Fortify Cavalry,"At start of turn, grants Def/Res+6 to adjacent cavalry allies for 1 turn.",200,No
,Fortify Def 1,"At start of turn, grants Def+2 to adjacent allies for 1 turn.",50,No
,Fortify Def 2,"At start of turn, grants Def+3 to adjacent allies for 1 turn.",100,No
,Fortify Def 3,"At start of turn, grants Def+4 to adjacent allies for 1 turn.",200,No
,Fortify Def 4,"At start of turn, grants Def+7 to adjacent allies for 1 turn.",300,No
,Fortify Dragons,"At start of turn, grants Def/Res+6 to adjacent dragon allies for 1 turn.",200,No
,Fortify Fliers,"At start of turn, grants Def/Res+6 to adjacent flying allies for 1 turn.",200,No
,Fortify Res 1,"At start of turn, grants Res+2 to adjacent allies for 1 turn.",50,No
,Fortify Res 2,"At start of turn, grants Res+3 to adjacent allies for 1 turn.",100,No
,Fortify Res 3,"At start of turn, grants Res+4 to adjacent allies for 1 turn.",200,No
,Fortify Res 4,"At start of turn, grants Res+7 to adjacent allies for 1 turn.",300,No
,Future-Focused,"On odd-numbered turns, after foes' start-of-turn skills trigger, for the closest foes in cardinal directions of unit, if unit's Res ≥ foe's Res+X (X = distance from unit to foe × 3), that foe's action ends immediately.",300,Yes
,Future-Sighted,"After foes' start-of-turn skills trigger, for the closest foes in cardinal directions of unit, if unit's Res ≥ foe's Res+X (X = distance from unit to foe × 3, - 5), and if【Time's Grip】is not active on foe, that foe's action ends immediately and inflicts【Time's Grip】 on foe. If unit is within 3 spaces of an ally, grants Atk/Spd/Def/Res+4 to unit, unit makes a guaranteed follow-up attack, and reduces damage from foe's first attack by 30% during combat.【Time's Grip】Inflicts Atk/Spd/Def/Res-4 during combat. Neutralizes unit's skills during allies' combat through unit's next action.",300,Yes
,G Tome Exp. 1,"While unit lives and uses a green tome, unit gets 1.5x EXP.(Only highest value applied. Does not stack.)",30,No
,G Tome Exp. 2,"While unit lives, all green tome allies on team get 1.5x EXP.(Only highest value applied. Does not stack.)",60,No
,G Tome Exp. 3,"While unit lives, all green tome allies on team get 2x EXP.(Only highest value applied. Does not stack.)",120,No
,G Tome Valor 1,"While unit lives and uses a green tome, unit gets 1.5x SP.(Only highest value applied. Does not stack.)",30,No
,G Tome Valor 2,"While unit lives, all green tome allies on team get 1.5x SP.(Only highest value applied. Does not stack.)",60,No
,G Tome Valor 3,"While unit lives, all green tome allies on team get 2x SP.(Only highest value applied. Does not stack.)",120,No
,Glare,"After combat, if unit attacked, inflicts status on target and foes within 1 space of target restricting movement to 1 space through their next actions.",300,Yes
,Glittering Anima,"At start of turn, if unit's HP ≥ 25%, grants Atk/Spd+6,【Canto (１)】, and the following status to unit and allies within 3 spaces of unit for 1 turn: ""neutralizes penalties on unit during combat."" At start of turn, if unit's HP ≥ 25%, inflicts Spd/Res-6,【Panic】, and【Discord】on closest foes and any foe within 3 spaces of those foes through their next actions. If unit is within 3 spaces of an ally, grants Atk/Spd+5 to unit and neutralizes effects that inflict ""Special cooldown charge -X"" on unit during combat.【Canto (１)】After an attack, Assist skill, or structure destruction, unit can move １ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)【Panic】Converts bonuses on target into penalties through its next action.【Discord】Inflicts Atk/Spd/Def/Res-X on unit during combat (X = 2 + number of allies within 2 spaces of unit; max 5) through its next action.",300,Yes
,Goad Armor,Grants Atk/Spd+4 to armored allies within 2 spaces during combat.,200,No
,Goad Beasts,Grants Atk/Spd+4 to beast allies within 2 spaces during combat.,200,No
,Goad Cavalry,Grants Atk/Spd+4 to cavalry allies within 2 spaces during combat.,200,No
,Goad Dragons,Grants Atk/Spd+4 to dragon allies within 2 spaces during combat.,200,No
,Goad Fliers,Grants Atk/Spd+4 to flying allies within 2 spaces during combat.,200,No
,Goddess Bearer II,"At start of turn, if there is an ally within 3 rows or 3 columns centered on unit, grants Atk/Spd+7,【Null Follow-Up】, and ""unit can move to a space adjacent to any ally within 2 spaces"" to unit for 1 turn.If there is an ally within 3 rows or 3 columns centered on unit, grants Atk/Spd/Def/Res+4 to unit and grants Special cooldown count-1 to unit before unit's first attack during combat, and also, if foe's attack can trigger foe's Special, inflicts Special cooldown count+1 on foe before foe's first attack during combat (cannot exceed foe's maximum Special cooldown).【Null Follow-Up】If unit's Spd > foe's Spd during combat, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks for 1 turn.",300,Yes
,Goddess Bearer,"At start of turn, if unit is within 2 spaces of an ally, grants Atk/Spd+7,【Null Follow-Up】, and the following status to unit for 1 turn: ""Unit can move to a space adjacent to any ally within 2 spaces.""【Null Follow-Up】If unit's Spd > foe's Spd during combat, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks for 1 turn.",300,Yes
,Green Feud 1,"If in combat against a green foe, disables skills of all foes, excluding foe in combat. During combat, disables skills of all green foes, excluding foe in combat.",60,No
,Green Feud 2,"If in combat against a green foe, disables skills of all foes, excluding foe in combat, and inflicts Atk/Spd/Def/Res-2 on foe during combat. During combat, disables skills of all green foes, excluding foe in combat.",120,No
,Green Feud 3,"If in combat against a green foe, disables skills of all foes, excluding foe in combat, and inflicts Atk/Spd/Def/Res-4 on foe during combat. During combat, disables skills of all green foes, excluding foe in combat.",240,No
,Ground Orders 1,"At start of turn, if unit's HP = 100%, grants the following status to adjacent infantry, armored, and cavalry allies for 1 turn: ""Unit can move to a space adjacent to any ally within 2 spaces.""",60,No
,Ground Orders 2,"At start of turn, if unit's HP ≥ 50%, grants the following status to adjacent infantry, armored, and cavalry allies for 1 turn: ""Unit can move to a space adjacent to any ally within 2 spaces.""",120,No
,Ground Orders 3,"At start of turn, grants the following status to adjacent infantry, armored, and cavalry allies for 1 turn: ""Unit can move to a space adjacent to any ally within 2 spaces.""",240,No
,Guidance 1,"If unit's HP = 100%, infantry and armored allies within 2 spaces can move to a space adjacent to unit.",60,No
,Guidance 2,"If unit's HP ≥ 50%, infantry and armored allies within 2 spaces can move to a space adjacent to unit.",120,No
,Guidance 3,Infantry and armored allies within 2 spaces can move to a space adjacent to unit.,240,No
,Guidance 4,"Infantry and armored allies within 2 spaces can move to a space within 2 spaces of unit. Grants Atk/Spd+3 to infantry and armored allies within 2 spaces of unit during combat, and also, if those allies' Spd > foe's Spd, neutralizes effects that prevent those allies' follow-up attacks during combat.",300,No
,Heart of Crimea,"Allies within 2 spaces of unit can move to any space within 2 spaces of unit. Inflicts Atk/Spd/Def/Res-4 on foes within 4 spaces of unit during combat. At start of turn, if unit is within 2 spaces of an ally, grants 【Null Follow-Up】to unit and allies within 2 spaces of unit.【Null Follow-Up】If unit's Spd > foe's Spd during combat, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks for 1 turn.",300,Yes
,Heir to Light,"At start of turn, if unit is within 2 spaces of an ally, grants Atk/Spd+6 and【Null Follow-Up】 to unit for 1 turn and unit can move 1 extra space. (That turn only. Does not stack.)【Null Follow-Up】If unit's Spd > foe's Spd during combat, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks for 1 turn.",300,Yes
,Higher Ground,"Foes with Range = 1 cannot warp into spaces within 3 spaces of unit and foes with Range = 2 cannot warp into spaces within 4 spaces of unit (does not affect foes with Pass skills or warp effects from structures, like camps and fortresses in Rival Domains).If foe with Range = 2 initiates combat against an ally within 2 spaces of unit, triggers 【Savior】on unit.If foe's Range = 2, grants Def/Res+4 to unit during combat.【Savior】Unit takes ally's space, enters combat in ally's place, and receives all after-combat effects.Savior will not trigger if ally is on terrain that unit cannot move to or if multiple units are able to use Savior during the same combat. If Savior triggers, after-combat movement effects do not occur.",300,No
,Holy Ground+,"For allies within 3 spaces of unit, reduces damage from foe's attacks by 30% (excluding area-of-effect Specials), grants Def/Res+5, reduces damage from foe's first attack by 7 (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and grants Special cooldown count-1 to ally before foe's first attack during their combat.If unit is within 3 spaces of an ally, grants Atk/Spd/Res+5 to unit, reduces damage from foe's attacks by 30% (excluding area-of-effect Specials), reduces damage from foe's first attack by 7 (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), grants Special cooldown count-1 to unit before unit's first attack, and calculates damage from staff like other weapons during combat.",300,Yes
,Holy Ground,Reduces damage from foes' attacks during combat to allies within 2 spaces by 30% and grants Def/Res+4 to those allies during combat.,300,Yes
,Hone Armor,"At start of turn, grants Atk/Spd+6 to adjacent armored allies for 1 turn.",200,No
,Hone Atk 1,"At start of turn, grants Atk+2 to adjacent allies for 1 turn.",50,No
,Hone Atk 2,"At start of turn, grants Atk+3 to adjacent allies for 1 turn.",100,No
,Hone Atk 3,"At start of turn, grants Atk+4 to adjacent allies for 1 turn.",200,No
,Hone Atk 4,"At start of turn, grants Atk+7 to adjacent allies for 1 turn.",300,No
,Hone Beasts,"At start of turn, grants Atk/Spd+6 to adjacent beast allies for 1 turn.",200,No
,Hone Cavalry,"At start of turn, grants Atk/Spd+6 to adjacent cavalry allies for 1 turn.",200,No
,Hone Dragons,"At start of turn, grants Atk/Spd+6 to adjacent dragon allies for 1 turn.",200,No
,Hone Fliers,"At start of turn, grants Atk/Spd+6 to adjacent flying allies for 1 turn.",200,No
,Hone Spd 1,"At start of turn, grants Spd+2 to adjacent allies for 1 turn.",50,No
,Hone Spd 2,"At start of turn, grants Spd+3 to adjacent allies for 1 turn.",100,No
,Hone Spd 3,"At start of turn, grants Spd+4 to adjacent allies for 1 turn.",200,No
,Hone Spd 4,"At start of turn, grants Spd+7 to adjacent allies for 1 turn.",300,No
,Human Virtue II,"At start of turn, if unit is within 2 spaces of any allies other than beast or dragon allies, grants Atk/Spd+6 to unit and those allies for 1 turn. Grants bonus to unit's Atk/Spd/Def/Res during combat = highest bonus on allies other than beast or dragon allies within 2 spaces. Calculates each stat bonus independently. Reduces damage from foe's first attack during combat by X% (X = total value of bonuses on the 3 allies other than beast or dragon allies with the highest bonus totals within 2 spaces; max. 40).",300,Yes
,Human Virtue,"At start of turn, if unit is adjacent to any allies that are not beast or dragon allies, grants Atk/Spd+6 to unit and those allies for 1 turn.",300,Yes
,Impenetrable Dark,"During combat, disables skills of all foes excluding foe in combat.",300,Yes
,Impenetrable Void,"Disables skills of all foes excluding foe in combat, inflicts Atk/Spd/Def/Res-5 on foe, and reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50% during combat (example: a foe with a ""reduce damage by 45%"" skill would reduce damage by 23% instead).",300,Yes
,Inborn Idealism,"At start of turn, if a dragon or beast ally is deployed, grants Atk/Spd/Def+6, 【Bonus Doubler】, and【Null Panic】to unit and ally with the highest Atk (excluding unit) for 1 turn.【Bonus Doubler】Grants bonus to Atk/Spd/Def/Res during combat = current bonus on each of unit's stats for 1 turn. Calculates each stat bonus independently.【Null Panic】If unit is inflicted with Panic (bonuses converted into penalties), neutralizes the ""converts bonuses on target into penalties"" effect for 1 turn. (Even though the effect is neutralized, the Panic status remains, and is treated as a Penalty status.)",300,Yes
,Incite Atk/Res,"At start of turn, if number of allies adjacent to unit ≤ 2, grants Atk/Res+6 and【Incited】 to unit for 1 turn. If number of allies adjacent to unit ≤ 1, grants Atk/Res+3 to unit during combat.【Incited】If unit initiates combat, grants bonus to unit's Atk/Spd/Def/Res = number of spaces from start position to end position of unit during combat (max 3; that turn only).",300,No
,Incite Atk/Spd,"At start of turn, if number of allies adjacent to unit ≤ 2, grants Atk/Spd+6 and【Incited】 to unit for 1 turn. If number of allies adjacent to unit ≤ 1, grants Atk/Spd+3 to unit during combat.【Incited】If unit initiates combat, grants bonus to unit's Atk/Spd/Def/Res = number of spaces from start position to end position of unit during combat (max 3; that turn only).",300,No
,Incite Spd/Def,"At start of turn, if number of allies adjacent to unit ≤ 2, grants Spd/Def+6 and【Incited】 to unit for 1 turn. If number of allies adjacent to unit ≤ 1, grants Spd/Def+3 to unit during combat.【Incited】If unit initiates combat, grants bonus to unit's Atk/Spd/Def/Res = number of spaces from start position to end position of unit during combat (max 3; that turn only).",300,No
,Inevitable Death+,"For each foe within 4 spaces of unit, unit can move to any of the nearest spaces adjacent to that foe (unless space is impassible terrain). Inflicts Atk/Spd/Def/Res-5 on foes within 2 spaces of unit during combat. If unit's Spd > foe's Spd, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat.",300,Yes
,Inevitable Death,Inflicts Atk/Spd/Def/Res-4 on foes within 2 spaces during combat.,300,Yes
,Inf. Hexblade 1,"If adjacent infantry allies use sword, lance, axe, bow, or dagger, calculates their damage using the lower of foe's Def or Res during combat. (Does not affect damage dealt by Specials that trigger before combat.)",60,No
,Inf. Hexblade 2,"If adjacent infantry allies use sword, lance, axe, bow, or dagger, grants Atk/Spd+1 to those allies and calculates their damage using the lower of foe's Def or Res during combat. (Does not affect damage dealt by Specials that trigger before combat.)",120,No
,Inf. Hexblade 3,"If adjacent infantry allies use sword, lance, axe, bow, or dagger, grants Atk/Spd+2 to those allies and calculates their damage using the lower of foe's Def or Res during combat. (Does not affect damage dealt by Specials that trigger before combat.)",240,No
,Inf. Null Follow 1,"At start of turn, if unit's HP ≥ 50%, grants 【Null Follow-Up】to adjacent infantry allies.【Null Follow-Up】If unit's Spd > foe's Spd during combat, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks for 1 turn.",60,No
,Inf. Null Follow 2,"At start of turn, grants【Null Follow-Up】 to adjacent infantry allies.【Null Follow-Up】If unit's Spd > foe's Spd during combat, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks for 1 turn.",120,No
