Sprite,Weapon,Might,Range,Description,SP,Exclusive
,Sun Sword,16,1,"Accelerates Special trigger (cooldown count-1).Neutralizes ""effective against flying"" bonuses.After start-of-turn effects trigger on enemy phase, converts bonuses on closest foes and foes within 2 spaces of those foes into penalties (does not convert bonuses applied at the same time).If unit initiates combat or is within 2 spaces of an ally, grants bonus to unit's Atk/Spd/Def/Res = number of foes within 3 rows or 3 columns centered on unit × 3, + 5 (max 14), grants Special cooldown charge +1 per attack (only highest value applied; does not stack), deals damage = 20% of unit's Spd (excluding area-of-effect Specials), and reduces damage from foe's attacks by X during combat (if foe is red, green, or colorless, X = 50% of unit's Spd; otherwise, X = 20% of unit's Spd; excluding area-of-effect Specials), and also, when foe's attack triggers foe's Special, reduces damage from foe's attacks by an additional X (excluding area-of-effect Specials).If unit initiates combat, applies 【Divine Vein (Flame)】on 5 spaces in a line centered on foe's space and on the 5 spaces behind those spaces (based on direction unit is facing) for 1 turn after combat.【Divine Vein (Flame)】Applies the following effects on space: Acts as difficult terrain for foes with Range = 2 (moving over this space costs +1 movement; does not apply to ""cannot be slowed by terrain"" effects; movement cost cannot exceed unit's allowed movement). At start of enemy phase, deals 7 damage to foe, and also, as combat begins, deals an additional 7 damage to foe (effects that reduce damage ""during combat"" do not apply; will not reduce foe's HP below 1). (Divine Vein effects do not stack; replaces any existing Divine Vein effect; Divine Vein effects applied simultaneously cancel each other out.)",400,Yes
,Sunstone's Blade,16,1,"Grants Def+3.Grants Atk/Def+4 to allies within 3 rows or 3 columns centered on unit during their combat and restores 10 HP to those allies after their combat.If unit initiates combat or if there is an ally within 3 rows or 3 columns centered on unit, grants Atk/Spd/Def/Res+5 to unit, inflicts penalty on foe's Atk/Def = 20% of unit's Def at start of combat, reduces damage from foe's attacks by 15% of unit's Def (excluding area-of-effect Specials), and unit makes a guaranteed follow-up attack during combat, and restores 10 HP to unit after combat.",400,Yes
,Surfer's Spire,11,1,"Enables【Canto (Rem. +1)】.Grants Spd+5. Unit attacks twice (even if foe initiates combat, unit attacks twice). Deals damage = 20% of unit's Spd during combat (excluding area-of-effect Specials).【Canto (Rem. +1)】After an attack, Assist skill, or structure destruction, unit can move again.The distance of the movement is the remaining movement the unit had before the actions listed above+1 (If unit used a movement skill that warps them, the remainder is 0).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",400,Yes
,Swirling Scimitar,16,1,"Accelerates Special trigger (cooldown count-1).If a skill compares unit's Spd to a foe's or ally's Spd, treats unit's Spd as if granted +7.At start of player phase or enemy phase, if unit is within 2 spaces of an ally, grants Atk/Spd+6,【Dodge】, and ""neutralizes penalties on unit during combat"" to unit and allies within 2 spaces of unit for 1 turn.If unit is within 3 spaces of an ally, grants bonus to unit's Atk/Spd/Def/Res based on the number of times unit has been enhanced using Dragonflowers (one or more times grants +14, zero times grants +10), grants Special cooldown count-2 to unit before foe's first attack, and reduces damage from foe's first attack by 25% of unit's Spd during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and unit's next attack deals damage = total damage reduced from foe's first attack (by any source, including other skills). Resets at end of combat.If unit is within 3 spaces of an ally, restores 7 HP to unit after combat.【Dodge】If unit's Spd > foe's Spd, reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = difference between stats × 4 (max 40%).",400,Yes
,Sword Breidablik,16,1,Grants Atk/Spd/Def/Res+4 to allies within 2 spaces during combat. Inflicts Atk/Spd/Def/Res-4 on foes within 2 spaces during combat.,400,Yes
,Sword of Dusk,16,1,"Grants Atk+3.Enables【Canto (Rem. +1; Min ２)】.For foes within 3 rows or 3 columns centered on unit, inflicts Atk/Spd/Def-5, neutralizes effects that grant ""Special cooldown charge +X"" to foe, and those foes suffer guaranteed follow-up attacks during combat.At start of combat, if unit's HP ≥ 25%, grants bonus to unit's Atk/Spd/Def/Res = number of foes within 3 rows or 3 columns centered on unit × 3 (max 9), deals damage = X% of unit's Def (excluding area-of-effect Specials), and reduces damage from foe's attacks by X% of unit's Def during combat (excluding area-of-effect Specials; if foe's HP ≥ 50% at start of combat, X = 25; otherwise, X = 15).【Canto (Rem. +1; Min ２)】After an attack, Assist skill, or structure destruction, unit can move spaces = any movement not already used that turn +1 (min ２; if unit used a movement skill that warped them, unit can move ２ space(s)). (Once per turn. Only highest value applied. Does not stack.)",400,Yes
,Sword of Isaach,16,1,"Accelerates Special trigger (cooldown count-1).At start of turn, if unit's HP ≥ 25%, grants Atk/Spd+6,【Potent Follow】, and ""neutralizes foe's bonuses during combat"" to unit and allies within 2 spaces of unit for 1 turn.At start of combat, if unit's HP ≥ 25%, grants bonus to unit's Atk/Spd/Def/Res = 5 + 15% of unit's Spd at start of combat, and also, if【Potent Follow X%】has triggered and X ≤ 99, then X = 100, unit deals +Y × 5 damage (Y = number of Bonus effects active on unit, excluding stat bonuses + number of Penalty effects active on foe, excluding stat penalties; max 5; excluding area-of-effect Specials), and reduces damage from foe's first attack by Y × 3 during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and also, when foe's attack triggers foe's Special, reduces damage by Y × 3 (excluding area-of-effect Specials).At start of combat, if unit's HP ≥ 25%, restores 7 HP to unit after combat.【Potent Follow】If decreasing the Spd difference necessary to make a follow-up attack by 25 would allow unit to trigger a follow-up attack (excluding guaranteed or prevented follow-ups), triggers【Potent Follow X%】during combat (if unit cannot perform follow-up and attack twice, X = 80; otherwise, X = 40).【Potent Follow X%】Triggers an additional follow-up attack immediately after unit's standard follow-up attack and deals damage = X% of unit's normal attack damage (if unit cannot make a follow-up attack, this effect triggers when the standard follow-up attack would occur; this effect is treated like a follow-up attack, so effects like ""reduce damage by X%"" still apply, but this effect is not affected by effects that prevent follow-ups or ""attacks twice"" effects; only highest value applied; does not stack).",400,Yes
,Sword of Peace,16,1,"Accelerates Special trigger (cooldown count-1).For allies within 3 spaces of unit, grants Atk/Spd+5 and grants Special cooldown count-1 to ally before ally's first attack during combat, and restores 10 HP to those allies after their combat.If unit is within 3 spaces of an ally, grants bonus to unit's Atk/Spd/Def/Res = number of allies within 3 rows or 3 columns centered on unit × 3, + 5 (max 14), unit deals +X damage (excluding area-of-effect Specials), reduces damage from foe's first attack by 50% of X during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), reduces damage from foe's Specials by an additional 50% of X (excluding area-of-effect Specials; X = highest total bonuses among unit and allies within 3 spaces of unit), grants Special cooldown count-1 to unit before unit's first attack, and reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50% during combat (excluding area-of-effect Specials), and restores 10 HP to unit after combat.",400,Yes
,Teatime's Edge,16,1,"Enables【Canto (Dist. +1; Max ４)】.Accelerates Special trigger (cooldown count-1). At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+X to unit (X = 25% of foe's Atk at start of combat - 2; min 6; max 16), deals damage = 20% of unit's Spd (excluding area-of-effect Specials), and neutralizes effects that inflict ""Special cooldown charge -X"" on unit during combat.【Canto (Dist. +1; Max ４)】After an attack, Assist skill, or structure destruction, unit can move spaces = number of spaces from start position to end position of unit before the above, +1. (max ４.)(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",400,Yes
,Thunderbrand,16,1,"Grants Spd+3. At start of combat, if foe's HP ≥ 50%, grants Atk/Spd+5 during combat, neutralizes effects that prevent unit's follow-up attacks during combat, and also, if unit initiates combat, unit can make a follow-up attack before foe can counterattack.",400,Yes
,Troubling Blade,11,1,"Accelerates Special trigger (cooldown count-1). Unit attacks twice (even if foe initiates combat, unit attacks twice). At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 to unit, reduces damage from foe's first attack by 40%, and grants Special cooldown charge +1 to unit per attack during combat (only highest value applied; does not stack). For each foe within 4 spaces of unit, unit can move to any of the nearest spaces adjacent to that foe (unless space is impassable terrain).",400,Yes
,Tyrfing,16,1,"If unit's HP ≤ 50%, grants Def+4 during combat.",400,Yes
,Unbound Blade,10,1,"If unit is not adjacent to an ally, inflicts Atk/Def-5 on foe during combat and neutralizes foe's bonuses to Atk/Def (from skills like Fortify, Rally, etc.) during combat.",200,No
,Unbound Blade+,14,1,"If unit is not adjacent to an ally, inflicts Atk/Def-5 on foe during combat and neutralizes foe's bonuses to Atk/Def (from skills like Fortify, Rally, etc.) during combat.",300,No
,Up-Front Blade,10,1,"At start of combat, if foe's HP ≥ 75%, grants Atk/Spd+5 to unit and neutralizes unit's penalties to Atk/Spd during combat.",200,No
,Up-Front Blade+,14,1,"At start of combat, if foe's HP ≥ 75%, grants Atk/Spd+5 to unit and neutralizes unit's penalties to Atk/Spd during combat.",300,No
,Vassal-Saint Steel,16,1,"Accelerates Special trigger (cooldown count-1). At start of turn, if unit's HP ≥ 25% and unit's Special cooldown count is at its maximum value, grants Special cooldown count-1 to unit. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 to unit, inflicts Spd/Def-X on foe (X = 11 - foe's max Special cooldown count value × 2; min 3; if foe does not have a Special skill, penalty = 3), and reduces damage from foe's first attack by 40% during combat, and also, if unit's Spd ≥ foe's Spd+5, neutralizes effects that inflict ""Special cooldown charge -X"" on unit during combat. If unit's HP ≥ 25% at start of combat and unit's Special cooldown count is at its maximum value after combat, grants Special cooldown count-1 to unit after combat.",400,Yes
,Vassal's Blade,16,1,"Accelerates Special trigger (cooldown count-1). If unit's Spd > foe's Spd, deals damage = 70% of difference between stats. (Maximum bonus of +7 damage. Combos with Phantom Spd.)",400,Yes
,Veðrfölnir's Edge,16,1,"Accelerates Special trigger (cooldown count-1).At start of turn, if there is an ally within 3 rows or 3 columns centered on unit, grants Atk/Spd+6 and【Null Follow-Up】to unit and allies within 3 rows or 3 columns centered on unit for 1 turn.If unit initiates combat or if there is an ally within 3 rows or 3 columns centered on unit, grants bonus to unit's Atk/Spd/Def/Res = 5 + number of allies within 3 rows or 3 columns centered on unit × 3 (max 14), neutralizes unit's penalties, neutralizes effects that inflict ""Special cooldown charge -X"" on unit, unit deals +X damage, and reduces damage from foe's first attack by 50% of X during combat (X = highest total bonuses among unit and allies within 3 rows or 3 columns centered on unit; ""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and also, when foe's attack triggers foe's Special, reduces Special damage by 50% of X (excluding area-of-effect Specials).【Null Follow-Up】If unit's Spd > foe's Spd during combat, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks for 1 turn.",400,Yes
,Venin Edge,16,1,"Grants Def+3. After combat, if unit attacked, deals 10 damage to target and foes within 2 spaces of target, and inflicts status on those foes preventing counterattacks through their next actions.",400,Yes
,Virtuous Tyrfing,16,1,"Grants Res+3. If foe initiates combat or if unit's HP < 100% at start of combat, inflicts Atk/Def-6 on foe during combat, and if unit deals damage to foe during combat, restores 7 HP to unit. (Triggers even if 0 damage is dealt.)",400,Yes
,Vulture Blade,10,1,"If unit is not adjacent to an ally, inflicts penalty on foe's Atk/Def during combat = 5 + any current penalty on each of those stats. (Example: if foe has -7 penalty to Atk, inflicts Atk-12, for a net penalty of Atk-19 during combat.) Calculates each stat penalty independently.",200,No
,Vulture Blade+,14,1,"If unit is not adjacent to an ally, inflicts penalty on foe's Atk/Def during combat = 5 + any current penalty on each of those stats. (Example: if foe has -7 penalty to Atk, inflicts Atk-12, for a net penalty of Atk-19 during combat.) Calculates each stat penalty independently.",300,No
,Wanderer Blade,16,1,"Accelerates Special trigger (cooldown count-1). At start of combat, if foe's HP ≥ 75%, grants Atk/Spd+5 to unit during combat, and also, if unit's Spd > foe's Spd, grants Special cooldown charge +1 per attack. (Only highest value applied. Does not stack.)",400,Yes
,Warrior's Sword,16,1,"Grants Atk+3. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 to unit during combat, grants bonus to Atk/Spd/Def/Res during combat = current bonus on each of unit's stats (calculates each stat bonus independently), and inflicts Special cooldown charge -1 on foe per attack. (Only highest value applied. Does not stack.)",400,Yes
,Whitewing Blade,16,1,"If unit has weapon-triangle advantage, boosts Atk by 20%. If unit has weapon-triangle disadvantage, reduces Atk by 20%.",400,Yes
,Wild Wind Sword,16,1,"Accelerates Special trigger (cooldown count-1).At start of player phase or enemy phase, inflicts Spd/Def-7 on unit through unit's next action.At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 and bonus to Atk/Spd/Def/Res during combat = current penalty on each of those stats × 2 (example: if unit has -7 penalty to Atk, grants Atk+19, for a net bonus of Atk+12; calculates each stat bonus independently), unit deals damage = total penalties on unit × 1.5 (excluding area-of-effect Specials), neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks, and reduces damage from foe's first attack by 40% during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and restores 7 HP to unit after combat.",400,Yes
,Wildflower Edge,16,1,"Enables【Canto (Rem. +1)】.Accelerates Special trigger (cooldown count-1).If unit has entered combat during the current turn, allies within 5 spaces of unit can move to a space within 2 spaces of unit.If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+5 to unit, grants bonus to unit's Atk/Spd/Def/Res = 15% of unit's Spd at start of combat, deals damage = 20% of unit's Spd (excluding area-of-effect Specials), and reduces damage from foe's first attack by X% during combat (if it is unit's first combat initiated by unit or first combat initiated by foe that turn, X = 80; otherwise, X = 40; ""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes).If unit initiates combat, deals 10 damage to target and foes within 2 spaces of target after combat, and inflicts【Share Spoils】on target through its next action.【Canto (Rem. +1)】After an attack, Assist skill, or structure destruction, unit can move again.The distance of the movement is the remaining movement the unit had before the actions listed above + 1 (If unit used a movement skill that warps them, the remainder is 0). (Once per turn. Only highest value applied. Does not stack.)【Share Spoils】Inflicts Atk/Spd/Def/Res-5 on unit during combat and neutralizes ""reduces damage by X%"" effects from unit's non-Special skills (excluding area-of-effect Specials). If foe initiates combat and if unit is defeated in combat, grants another action to that foe after combat (this effect has priority over other similar effects, including Time Is Light; in such cases, these other similar effects are treated as not having triggered).",400,Yes
,Wing Sword,16,1,Effective against armored and cavalry foes.,400,Yes
,Winter Rapier,10,1,"If unit is within 2 spaces of an ally, grants Atk/Def+5 and bonus to Atk/Def during combat = current penalty on each of those stats × 2. (Example: if unit has -7 penalty to Atk, grants Atk+19, for a net bonus of Atk+12.) Calculates each stat bonus independently.",200,No
,Winter Rapier+,14,1,"If unit is within 2 spaces of an ally, grants Atk/Def+5 and bonus to Atk/Def during combat = current penalty on each of those stats × 2. (Example: if unit has -7 penalty to Atk, grants Atk+19, for a net bonus of Atk+12.) Calculates each stat bonus independently.",300,No
,Wo Dao,9,1,Deals +10 damage when Special triggers.,200,No
,Wo Dao+,13,1,Deals +10 damage when Special triggers.,300,No
,Wyvern Katana,5,1,"Grants Def/Res+5 and inflicts Spd-8 on unit. Unit attacks twice. (Even if foe initiates combat, unit attacks twice.)",200,No
,Wyvern Katana+,8,1,"Grants Def/Res+5 and inflicts Spd-8 on unit. Unit attacks twice. (Even if foe initiates combat, unit attacks twice.)",300,No
,Yato,16,1,"If unit initiates combat, grants Spd+4 during combat.",400,Yes
,Zanbato,10,1,Effective against cavalry foes.,200,No
,Zanbato+,14,1,Effective against cavalry foes.,300,No
