Sprite,Weapon,Might,Range,Description,SP,Exclusive
,Spirited Spear+,14,1,"If【Bonus】is active on unit, grants Atk/Def+4 and Special cooldown charge +1 per foe's attack during combat. (Only highest value applied. Does not stack. Special cooldown charge granted even if foe's attack deals 0 damage.)【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",300,No
,Springing Spear,16,1,"Enables【Canto (Rem. +1; Min ２)】.Grants Res+3.At start of turn, grants【Canto (１)】 to allies within 2 spaces of unit for 1 turn.For allies within 3 rows or 3 columns centered on unit, grants Atk/Def/Res+5, ally deals +10 damage (excluding area-of-effect Specials), and grants Special cooldown count-1 to ally before ally's first attack during their combat.If there is an ally within 3 rows or 3 columns centered on unit, inflicts penalty on foe's Atk/Def = 20% of unit's Res at start of combat + 6, unit deals +10 damage (excluding area-of-effect Specials), reduces damage from foe's attacks by 10 (excluding area-of-effect Specials), and foe cannot make a follow-up attack during combat.【Canto (Rem. +1; Min ２)】After an attack, Assist skill, or structure destruction, unit can move spaces = any movement not already used that turn +1 (min ２; if unit used a movement skill that warped them, unit can move ２ space(s)).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)【Canto (１)】After an attack, Assist skill, or structure destruction, unit can move １ space(s).(Once per turn. Only highest value applied. Does not stack.)",400,Yes
,Springy Lance,10,1,"At start of combat, if foe's HP ≥ 75%, grants Atk/Spd+5 to unit and neutralizes unit's penalties to Atk/Spd during combat.",200,No
,Springy Lance+,14,1,"At start of combat, if foe's HP ≥ 75%, grants Atk/Spd+5 to unit and neutralizes unit's penalties to Atk/Spd during combat.",300,No
,Starpoint Lance,16,1,"Grants Spd+3. During unit's first combat in player phase or enemy phase, grants Atk/Spd/Def/Res+5 to unit and restores 10 HP to unit after combat.",400,Yes
,Steadfast Lance,10,1,"If unit is within 2 spaces of an ally, grants Atk/Def+5 to unit and neutralizes unit's penalties to Atk/Def during combat.",200,No
,Steadfast Lance+,14,1,"If unit is within 2 spaces of an ally, grants Atk/Def+5 to unit and neutralizes unit's penalties to Atk/Def during combat.",300,No
,Steady Lance,16,1,Unit and foe cannot counterattack.,400,Yes
,Steel Lance,8,1,,100,No
,Stout Lance,10,1,"At start of combat, if unit's HP ≥ 50%, grants Atk/Def+5 during combat, and also, if foe can make a follow-up attack, reduces damage from foe's first attack by 50%.",200,No
,Stout Lance+,14,1,"At start of combat, if unit's HP ≥ 50%, grants Atk/Def+5 during combat, and also, if foe can make a follow-up attack, reduces damage from foe's first attack by 50%.",300,No
,Stoutheart Lance,16,1,"At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+X to unit during combat (X = current penalty on each of those stats × 2, + 4; example: if unit has -7 penalty to Atk, grants Atk+18, for a net bonus of Atk+11 during combat; calculates each stat bonus independently), and the following effects will occur based on unit's HP at start of combat: if unit's HP ≥ 50%, unit makes a guaranteed follow-up attack; if unit's HP ≥ 75%, deals +7 damage during combat as well (except when dealing damage with area-of-effect Specials).",400,Yes
,Surfer's Spade,11,1,"Enables【Canto (Rem. +1)】.Grants Spd+5. Unit attacks twice (even if foe initiates combat, unit attacks twice). Deals damage = 20% of unit's Spd during combat (excluding area-of-effect Specials).【Canto (Rem. +1)】After an attack, Assist skill, or structure destruction, unit can move again.The distance of the movement is the remaining movement the unit had before the actions listed above+1 (If unit used a movement skill that warps them, the remainder is 0).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",400,Yes
,Swirling Lance,16,1,"Accelerates Special trigger (cooldown count-1).At start of player phase or enemy phase, if unit is within 2 spaces of an ally, grants Spd/Def+6, ""increases Spd difference necessary for foe to make a follow-up attack by 10 during combat,"" and【Null Panic】to unit and allies within 2 spaces of unit for 1 turn.If unit is within 3 spaces of an ally, grants bonus to unit's Atk/Spd/Def/Res = number of allies within 3 spaces of unit × 3, + 5 (max 14), deals damage = 20% of unit's Spd (excluding area-of-effect Specials), reduces damage from foe's attacks by 20% of unit's Spd (excluding area-of-effect Specials), and reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50% during combat (excluding area-of-effect Specials).【Null Panic】If unit is inflicted with Panic (bonuses converted into penalties), neutralizes the ""converts bonuses on target into penalties"" effect for 1 turn. (Even though the effect is neutralized, the Panic status remains, and is treated as a Penalty status.)",400,Yes
,Sworn Lance,16,1,"Effective against armored foes. At start of combat, if unit's HP ≥ 25%, grants Atk/Def+5 to unit during combat.",400,Yes
,Tannenboom!,10,1,"If foe initiates combat, grants Atk/Spd/Def/Res+2 during combat.",200,No
,Tannenboom!+,14,1,"If foe initiates combat, grants Atk/Spd/Def/Res+2 during combat.",300,No
,Thorn Lance,16,1,"Accelerates Special trigger (cooldown count-1). At start of combat, if unit's Atk > foe's Atk, inflicts Atk/Def-6 on foe during combat and foe cannot make a follow-up attack.",400,Yes
,Thracia Kinglance,16,1,"Neutralizes ""effective against flying"" bonuses. If foe initiates combat or foe's HP ≥ 75% at start of combat, grants Atk/Spd/Def/Res+4 to unit, inflicts Atk-X on foe (X = 15% of unit's Def at start of combat), and inflicts Special cooldown charge -1 on foe per attack during combat (only highest value applied; does not stack).",400,Yes
,Tri-Edge Lance,16,1,"Enables【Canto (Rem. +1)】.Grants Atk+3. If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+5 to unit, unit deals damage = 20% of unit's Res, and reduces damage from foe's first attack by 40% during combat.【Canto (Rem. +1)】After an attack, Assist skill, or structure destruction, unit can move again.The distance of the movement is the remaining movement the unit had before the actions listed above+1 (If unit used a movement skill that warps them, the remainder is 0).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",400,Yes
,Trident,10,1,"At start of turn, if unit is within 3 spaces of an ally, grants Atk+6 to unit for 1 turn. If unit is within 3 spaces of an ally, grants Atk/Def+5 to unit during combat.",200,No
,Trident+,14,1,"At start of turn, if unit is within 3 spaces of an ally, grants Atk+6 to unit for 1 turn. If unit is within 3 spaces of an ally, grants Atk/Def+5 to unit during combat.",300,No
,Unbound Lance,10,1,"If unit is not adjacent to an ally, inflicts Atk/Def-5 on foe during combat and neutralizes foe's bonuses to Atk/Def (from skills like Fortify, Rally, etc.) during combat.",200,No
,Unbound Lance+,14,1,"If unit is not adjacent to an ally, inflicts Atk/Def-5 on foe during combat and neutralizes foe's bonuses to Atk/Def (from skills like Fortify, Rally, etc.) during combat.",300,No
,United Bouquet,16,1,"Accelerates Special trigger (cooldown count-1).At start of turn, if unit's HP ≥ 25%, grants Atk/Spd+6 to unit for 1 turn and unit can move 1 extra space (that turn only; does not stack). At start of combat, if unit's HP ≥ 25%, grants bonus to unit's Atk/Spd/Def/Res = number of allies within 3 rows or 3 columns centered on unit × 3, + 5 (max 14), neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks, and deals damage = 20% of unit's Spd during combat (excluding area-of-effect Specials), and also, when unit deals damage to foe during combat, restores X HP to unit (X = number of spaces from start position to end position of whoever initiated combat × 3; max 12; triggers even if 0 damage is dealt).",400,Yes
,Up-Front Lance,10,1,"At start of combat, if foe's HP ≥ 75%, grants Atk/Spd+5 to unit and neutralizes unit's penalties to Atk/Spd during combat.",200,No
,Up-Front Lance+,14,1,"At start of combat, if foe's HP ≥ 75%, grants Atk/Spd+5 to unit and neutralizes unit's penalties to Atk/Spd during combat.",300,No
,Valbar's Lance,16,1,"If unit is within 3 spaces of an ally, grants Atk/Def+5 to unit during combat, and also, if foe initiates combat, reduces damage from foe's follow-up attack by 60% during combat (""follow-up attack"" normally means only the second strike; for effects that grant ""unit attacks twice,"" it means the third and fourth strikes).",400,Yes
,Vanguard,10,1,"If foe initiates combat, grants Def+7 during combat.",200,No
,Vanguard+,14,1,"If foe initiates combat, grants Def+7 during combat.",300,No
,Vengeful Lance,16,1,"Grants Atk+3. If unit is not adjacent to an ally, grants Atk/Spd+6 to unit during combat, and also, if unit's Atk > foe's Def during combat and unit cannot make a follow-up attack, deals damage = 50% of unit's Atk minus foe's Def.",400,Yes
,Verðandi,16,1,"If Sing or Dance is used, grants Atk/Spd/Def/Res+4 to target.",400,Yes
,Veteran Lance,16,1,"If foe initiates combat or, at start of combat, if foe's HP ≥ 70%, grants Atk/Res+5 to unit during combat.",400,Yes
,Vidofnir,16,1,"If foe initiates combat and uses sword, lance, or axe, grants Def+7 during combat.",400,Yes
,Vulture Lance,10,1,"If unit is not adjacent to an ally, inflicts penalty on foe's Atk/Def during combat = 5 + any current penalty on each of those stats. (Example: if foe has -7 penalty to Atk, inflicts Atk-12, for a net penalty of Atk-19 during combat.) Calculates each stat penalty independently.",200,No
,Vulture Lance+,14,1,"If unit is not adjacent to an ally, inflicts penalty on foe's Atk/Def during combat = 5 + any current penalty on each of those stats. (Example: if foe has -7 penalty to Atk, inflicts Atk-12, for a net penalty of Atk-19 during combat.) Calculates each stat penalty independently.",300,No
,Wagasa,10,1,"At start of turn, inflicts Def-7 on foe on the enemy team with the highest Def through its next action.",200,No
,Wagasa+,14,1,"At start of turn, inflicts Def-7 on foe on the enemy team with the highest Def through its next action.",300,No
,Weighted Lance,16,1,Accelerates Special trigger (cooldown count-1).,400,Yes
,Whitedown Spear,16,1,"Grants Atk+3. If the number of flying units on team ≥ 3 and unit initiates combat, inflicts Atk/Def-4 on foe during combat and unit makes a guaranteed follow-up attack. If the number of flying allies within 2 spaces ≥ 2 and unit initiates combat, unit attacks twice.",400,Yes
,Whitewing Lance,16,1,Accelerates Special trigger (cooldown count-1).,400,Yes
,Whitewing Spear,16,1,Effective against armored foes.,400,Yes
,Wing-Lifted Spear,16,1,"Enables【Canto (２)】.Effective against armored and cavalry foes. Grants Atk+3. If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+5 to unit during combat, and also, if foe has bonuses, grants Atk/Spd/Def/Res+X to unit and inflicts Atk/Spd/Def/Res-X on foe during combat. (X = current bonus on each of foe's stats.) Calculates each stat effect independently.【Canto (２)】After an attack, Assist skill, or structure destruction, unit can move ２ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",400,Yes
,Worldly Lance,16,1,"Accelerates Special trigger (cooldown count-1). At start of turn, if unit is within 2 spaces of an ally, grants Def/Res+6 and ""neutralizes foe's bonuses during combat"" to unit and allies within 2 spaces of unit for 1 turn. If unit initiates combat or is within 2 spaces of an ally, inflicts Atk/Def-X on foe (X = 20% of unit's Def at start of combat + 6), unit makes a guaranteed follow-up attack, and inflicts Special cooldown charge -1 on foe per attack during combat (only highest value applied; does not stack).",400,Yes
,Wyvern Lance,16,1,"Inflicts Atk/Def-5 and Special cooldown charge -1 (only highest value applied; does not stack) on foes within 3 rows or 3 columns centered on unit, and those foes suffer guaranteed follow-up attacks during combat.Restores 7 HP to unit after combat.",400,Yes
